Site_ID,Chr,Coordinate,Weight
304,chr1,82502198,1
305,chr1,82502213,1
306,chr1,82502228,1
307,chr1,82502240,1
308,chr1,82502255,1
309,chr1,82502270,1
310,chr1,82502285,1
311,chr1,82502338,1
312,chr1,82502354,1
313,chr1,82502364,1
314,chr1,82502372,1
315,chr1,82502377,1
316,chr1,82502408,1
317,chr1,82502413,1
318,chr1,82502418,1
319,chr3,84359668,1
320,chr3,84359673,1
321,chr3,84359754,1
322,chr3,84359796,1
323,chr3,84359825,1
324,chr3,84359844,1
325,chr3,84359871,1
326,chr3,84359935,1
327,chr3,84360120,1
328,chr3,84360122,1
329,chr3,84360150,1
330,chr3,84360266,1
331,chr3,84360548,1
332,chr3,84360569,1
333,chr3,84360585,1
334,chr3,84360608,1
335,chr3,84360628,1
336,chr3,84360667,1
337,chr3,84360756,1
338,chr3,84360832,1
339,chr3,84360840,1
340,chr3,84360900,1
341,chr3,84360916,1
342,chr3,84360976,1
343,chr3,84360981,1
344,chr3,84360985,1
345,chr3,84361040,1
346,chr3,84361051,1
347,chr3,84361077,1
348,chr3,84361182,1
349,chr3,84361291,1
350,chr3,84361298,1
351,chr3,84361300,1
352,chr3,84361369,1
353,chr3,84361396,1
354,chr3,84361402,1
355,chr3,84361416,1
356,chr3,84361458,1
357,chr3,84361997,1
358,chr3,84362024,1
359,chr3,84362147,1
360,chr3,84362238,1
361,chr3,84362251,1
362,chr3,84362381,1
363,chr3,84362899,1
364,chr3,84362909,1
365,chr3,84363169,1
366,chr3,84363186,1
367,chr3,84363340,1
368,chr3,84363401,1
369,chr3,84363458,1
370,chr3,84363469,1
371,chr3,84363583,1
372,chr3,84363627,1
373,chr3,84363784,1
374,chr3,84363882,1
375,chr3,84363886,1
376,chr3,84363908,1
377,chr3,84363935,1
378,chr3,84363941,1
379,chr3,84363976,1
380,chr3,84363982,1
381,chr3,84363987,1
382,chr3,84364018,1
383,chr3,84364052,1
384,chr3,84364082,1
385,chr3,84364090,1
386,chr3,84364098,1
387,chr3,84364169,1
388,chr3,84364278,1
389,chr3,84364319,1
390,chr3,84364345,1
391,chr3,84364382,1
392,chr3,84364435,1
393,chr3,84364439,1
394,chr3,84364461,1
395,chr3,84364486,1
396,chr3,84364514,1
397,chr3,84364610,1
398,chr3,84364618,1
399,chr3,84364639,1
400,chr3,84364708,1
401,chr3,84364758,1
402,chr3,84364766,1
403,chr3,84364774,1
404,chr3,84364788,1
405,chr3,84364798,1
406,chr3,84364836,1
407,chr3,84364849,1
408,chr3,84364867,1
409,chr3,84364884,1
410,chr3,84364900,1
411,chr3,84364926,1
412,chr3,84364934,1
413,chr3,84364939,1
414,chr3,84364944,1
415,chr3,84364965,1
416,chr3,84364975,1
417,chr3,84364980,1
418,chr3,84364988,1
419,chr3,84364998,1
420,chr3,84365014,1
421,chr3,84365048,1
422,chr3,84365067,1
423,chr3,84365082,1
424,chr3,84365097,1
425,chr3,84365112,1
426,chr3,84365124,1
427,chr3,84365139,1
428,chr3,84365151,1
429,chr3,84365166,1
430,chr3,84365177,1
431,chr3,84365184,1
432,chr3,84365191,1
433,chr3,84365200,1
434,chr3,84365209,1
435,chr3,84365222,1
436,chr3,84365229,1
437,chr3,84365246,1
438,chr3,84365256,1
439,chr3,84365263,1
440,chr3,84365398,1
441,chr3,84365419,1
442,chr3,84365426,1
443,chr3,84365505,1
444,chr3,84365582,1
445,chr6,147893944,1
446,chr6,147893983,1
447,chr6,147894005,1
448,chr6,147894044,1
449,chr6,147894079,1
450,chr6,147894083,1
451,chr6,147894091,1
452,chr6,147894110,1
453,chr6,147894117,1
454,chr6,147894122,1
455,chr6,147894128,1
456,chr6,147894148,1
457,chr6,147894154,1
458,chr6,147894157,1
459,chr6,147894192,1
460,chr6,147894197,1
461,chr6,147894199,1
462,chr6,147894215,1
463,chr6,147894276,1
464,chr6,147894302,1
465,chr6,147894491,1
466,chr6,147894647,1
467,chr6,147894654,1
468,chr6,147894675,1
469,chr2,3485208,1
470,chr2,3485268,1
471,chr2,3485284,1
472,chr2,3485344,1
473,chr2,3485349,1
474,chr2,3485353,1
475,chr2,3485408,1
476,chr2,3485419,1
477,chr2,3485445,1
478,chr2,3485550,1
479,chr2,3485659,1
480,chr2,3485666,1
481,chr2,3485668,1
482,chr2,3485737,1
483,chr2,3485764,1
484,chr2,3485770,1
485,chr2,3485784,1
486,chr2,3485826,1
487,chr2,3486365,1
488,chr2,3486515,1
489,chr2,3486606,1
490,chr2,3486619,1
491,chr2,3487178,1
492,chr2,3487228,1
493,chr2,3487236,1
494,chr2,3487244,1
495,chr2,3487253,1
496,chr2,3487272,1
497,chr2,3487306,1
498,chr2,3487330,1
499,chr2,3487354,1
500,chr2,3487396,1
501,chr2,3487404,1
502,chr2,3487409,1
503,chr2,3487414,1
504,chr12,93538730,1
505,chr12,93538742,1
506,chr12,93538747,1
507,chr12,93538779,1
508,chr12,93538813,1
509,chr12,93538821,1
510,chr12,93538852,1
511,chr12,93538860,1
512,chr12,93538862,1
513,chr12,93538878,1
514,chr12,93538888,1
515,chr12,93538897,1
516,chr12,93538920,1
517,chr12,93538931,1
518,chr12,93538939,1
519,chr12,93538946,1
520,chr12,93538951,1
521,chr12,93539025,1
522,chr12,93539047,1
523,chr12,93539092,1
524,chr12,93539098,1
525,chr12,93539142,1
526,chr12,93539155,1
527,chr12,93539194,1
528,chr12,93539381,1
529,chr12,93539472,1
530,chr11,12956146,1
531,chr11,12956153,1
532,chr11,12956155,1
533,chr11,12956224,1
534,chr11,12956251,1
535,chr11,12956257,1
536,chr11,12956271,1
537,chr11,12956313,1
538,chr11,12956852,1
539,chr11,12956879,1
540,chr11,12957002,1
541,chr11,12957093,1
542,chr11,12957106,1
543,chr11,12957666,1
544,chr11,12957716,1
545,chr11,12957724,1
546,chr11,12957732,1
547,chr11,12957741,1
548,chr11,12957760,1
549,chr11,12957794,1
550,chr11,12957818,1
551,chr11,12957909,1
552,chr11,12957914,1
553,chr11,12957922,1
554,chr11,12957932,1
555,chr11,12957982,1
556,chr11,12958001,1
557,chr11,12958016,1
558,chr11,12958031,1
559,chr11,12958042,1
560,chr11,12958049,1
561,chr11,12958057,1
562,chr11,12958064,1
563,chr11,12958071,1
564,chr11,12958080,1
565,chr11,12958089,1
566,chr11,12958108,1
567,chr11,12958142,1
568,chr11,12958149,1
569,chr11,12958284,1
570,chr11,12958305,1
571,chr11,12958312,1
572,chr11,12958391,1
573,chr11,12958427,1
574,chr11,12958456,1
575,chr11,12958606,1
576,chr11,12958633,1
577,chr11,12958666,1
578,chr11,12958682,1
579,chr11,12958685,1
580,chr11,12958712,1
581,chr11,12958745,1
582,chr11,12958767,1
583,chr11,12958802,1
584,chr11,12958810,1
585,chr11,12958823,1
586,chr11,12958828,1
587,chr11,12958838,1
588,chr11,12958843,1
589,chr11,12958850,1
590,chr11,12958867,1
591,chr1,149506616,1
592,chr1,149506619,1
593,chr1,149506631,1
594,chr1,149506798,1
595,chr1,149506803,1
596,chr1,149506884,1
597,chr1,149506926,1
598,chr1,149506955,1
599,chr1,149506974,1
600,chr1,149507001,1
601,chr1,149507065,1
602,chr1,149507237,1
603,chr1,149507250,1
604,chr1,149507252,1
605,chr1,149507280,1
606,chr1,149507396,1
607,chr1,149507678,1
608,chr1,149507699,1
609,chr1,149507715,1
610,chr1,149507738,1
611,chr1,149507758,1
612,chr1,149507797,1
613,chr1,149507886,1
614,chr1,149507962,1
615,chr1,149507970,1
616,chr1,149508030,1
617,chr1,149508046,1
618,chr1,149508106,1
619,chr1,149508111,1
620,chr1,149508115,1
621,chr1,149508147,1
622,chr1,149508170,1
623,chr1,149508181,1
624,chr1,149508207,1
625,chr1,149508305,1
626,chr1,149508312,1
627,chr1,149508421,1
628,chr1,149508428,1
629,chr1,149508430,1
630,chr1,149508499,1
631,chr1,149508526,1
632,chr1,149508532,1
633,chr1,149508546,1
634,chr1,149508588,1
635,chr1,149509127,1
636,chr1,149509154,1
637,chr1,149509277,1
638,chr1,149509368,1
639,chr1,149509381,1
640,chr1,149509511,1
641,chr1,149510028,1
642,chr1,149510038,1
643,chr1,149510298,1
644,chr1,149510315,1
645,chr1,149510530,1
646,chr1,149510587,1
647,chr1,149510598,1
648,chr1,149510712,1
649,chr1,149510756,1
650,chr1,149510913,1
651,chr1,149511011,1
652,chr1,149511015,1
653,chr1,149511037,1
654,chr1,149511064,1
655,chr1,149511070,1
656,chr1,149511105,1
657,chr1,149511111,1
658,chr1,149511116,1
659,chr1,149511147,1
660,chr1,149511181,1
661,chr1,149511211,1
662,chr1,149511219,1
663,chr1,149511227,1
664,chr1,149511298,1
665,chr1,149511407,1
666,chr1,149511448,1
667,chr1,149511474,1
668,chr1,149511511,1
669,chr1,149511564,1
670,chr1,149511568,1
671,chr1,149511590,1
672,chr1,149511615,1
673,chr1,149511643,1
674,chr1,149511739,1
675,chr1,149511747,1
676,chr1,149511768,1
677,chr1,149511837,1
678,chr1,149511887,1
679,chr1,149511895,1
680,chr1,149511903,1
681,chr1,149511917,1
682,chr1,149511927,1
683,chr1,149511965,1
684,chr1,149511978,1
685,chr1,149511996,1
686,chr1,149512013,1
687,chr1,149512029,1
688,chr1,149512055,1
689,chr1,149512063,1
690,chr1,149512068,1
691,chr1,149512073,1
692,chr1,149512094,1
693,chr1,149512104,1
694,chr1,149512109,1
695,chr1,149512117,1
696,chr1,149512127,1
697,chr1,149512177,1
698,chr1,149512196,1
699,chr1,149512211,1
700,chr1,149512226,1
701,chr1,149512238,1
702,chr1,149512253,1
703,chr1,149512265,1
704,chr1,149512280,1
705,chr1,149512292,1
706,chr1,149512307,1
707,chr1,149512318,1
708,chr1,149512325,1
709,chr1,149512332,1
710,chr1,149512341,1
711,chr1,149512350,1
712,chr1,149512363,1
713,chr1,149512370,1
714,chr1,149512387,1
715,chr1,149512397,1
716,chr1,149512404,1
717,chr1,149512539,1
718,chr1,149512560,1
719,chr1,149512567,1
720,chr1,149512646,1
721,chr1,149512723,1
722,chr1,149512863,1
723,chr1,149512924,1
724,chr1,149512940,1
725,chr1,149512943,1
726,chr1,149512970,1
727,chr8,60685785,1
728,chr8,60685792,1
729,chr8,60685797,1
730,chr8,60685809,1
731,chr8,60685818,1
732,chr8,60685853,1
733,chr8,60685858,1
734,chr8,60685860,1
735,chr8,60685876,1
736,chr8,60685937,1
737,chr8,60685963,1
738,chr8,60686122,1
739,chr8,60686241,1
740,chr8,60686327,1
741,chr8,60686360,1
742,chr8,60686373,1
743,chr8,60686516,1
744,chr8,60686523,1
745,chr8,60686557,1
746,chr8,60686570,1
747,chr8,60686579,1
748,chr8,60686588,1
749,chr8,60686595,1
750,chr8,60686602,1
751,chr8,60686613,1
752,chr8,60686628,1
753,chr8,60686643,1
754,chr8,60686712,1
755,chr8,60686722,1
756,chr8,60686730,1
757,chr8,60686735,1
758,chr8,60686763,1
759,chr8,60686766,1
760,chr8,60686771,1
761,chr8,60686776,1
762,chr8,60686784,1
763,chr8,60686826,1
764,chr8,60686829,1
765,chr8,60686861,1
766,chr8,60686874,1
767,chr8,60686936,1
768,chr8,60686944,1
769,chr8,60686952,1
770,chr8,60687002,1
771,chr8,60687071,1
772,chr8,60687092,1
773,chr8,60687100,1
774,chr8,60687196,1
775,chr8,60687224,1
776,chr8,60687271,1
777,chr8,60687275,1
778,chr8,60687328,1
779,chr8,60687365,1
780,chr8,60687369,1
781,chr8,60687391,1
782,chr8,60687432,1
783,chr8,60687541,1
784,chr8,60687612,1
785,chr8,60687620,1
786,chr8,60687628,1
787,chr8,60687658,1
788,chr8,60687692,1
789,chr8,60687723,1
790,chr8,60687728,1
791,chr8,60687734,1
792,chr8,60687769,1
793,chr8,60687802,1
794,chr8,60687824,1
795,chr8,60687828,1
796,chr8,60687926,1
797,chr8,60688083,1
798,chr8,60688097,1
799,chr8,60688127,1
800,chr8,60688252,1
801,chr8,60688309,1
802,chr8,60688370,1
803,chr8,60688378,1
804,chr8,60688524,1
805,chr8,60688541,1
806,chr8,60688801,1
807,chr8,60688811,1
808,chr8,60689329,1
809,chr8,60689459,1
810,chr8,60689472,1
811,chr8,60689563,1
812,chr8,60689654,1
813,chr8,60689686,1
814,chr8,60690252,1
815,chr8,60690294,1
816,chr8,60690308,1
817,chr8,60690314,1
818,chr8,60690341,1
819,chr8,60690410,1
820,chr8,60690412,1
821,chr8,60690419,1
822,chr8,60690528,1
823,chr8,60690535,1
824,chr8,60690633,1
825,chr8,60690659,1
826,chr8,60690725,1
827,chr8,60690729,1
828,chr8,60690734,1
829,chr8,60690794,1
830,chr8,60690870,1
831,chr8,60690878,1
832,chr8,60690954,1
833,chr8,60690984,1
834,chr8,60691043,1
835,chr8,60691082,1
836,chr8,60691102,1
837,chr8,60691125,1
838,chr8,60691141,1
839,chr8,60691162,1
840,chr8,60691444,1
841,chr5,21102010,1
842,chr5,21102038,1
843,chr5,21102041,1
844,chr5,21102046,1
845,chr5,21102051,1
846,chr5,21102104,1
847,chr5,21102125,1
848,chr5,21102136,1
849,chr5,21102149,1
850,chr5,21102211,1
851,chr5,21102219,1
852,chr5,21102227,1
853,chr5,21102277,1
854,chr5,21102346,1
855,chr5,21102367,1
856,chr5,21102375,1
857,chr5,21102471,1
858,chr5,21102497,1
859,chr5,21102499,1
860,chr5,21102546,1
861,chr5,21102550,1
862,chr5,21102603,1
863,chr5,21102640,1
864,chr5,21102644,1
865,chr5,21102666,1
866,chr5,21102707,1
867,chr5,21102806,1
868,chr5,21102816,1
869,chr5,21102887,1
870,chr5,21102895,1
871,chr5,21102903,1
872,chr5,21102933,1
873,chr5,21102967,1
874,chr5,21102998,1
875,chr5,21103003,1
876,chr5,21103009,1
877,chr5,21103044,1
878,chr5,21103077,1
879,chr5,21103099,1
880,chr5,21103103,1
881,chr5,21103201,1
882,chr5,21103372,1
883,chr5,21103402,1
884,chr5,21103516,1
885,chr5,21103527,1
886,chr5,21103584,1
887,chr5,21103645,1
888,chr5,21103653,1
889,chr5,21103799,1
890,chr5,21103816,1
891,chr5,21103835,1
892,chr5,21104076,1
893,chr5,21104086,1
894,chr5,21104604,1
895,chr5,21104734,1
896,chr5,21104747,1
897,chr5,21104838,1
898,chr5,21104929,1
899,chr5,21104961,1
900,chr5,21105527,1
901,chr5,21105569,1
902,chr5,21105583,1
903,chr5,21105589,1
904,chr5,21105616,1
905,chr5,21105685,1
906,chr5,21105687,1
907,chr5,21105694,1
908,chr5,21105803,1
909,chr5,21105810,1
910,chr5,21105908,1
911,chr5,21105934,1
912,chr3,141151212,1
913,chr3,141151730,1
914,chr3,141151860,1
915,chr3,141151873,1
916,chr3,141151919,1
917,chr3,141151964,1
918,chr3,141152055,1
919,chr3,141152087,1
920,chr3,141152653,1
921,chr3,141152709,1
922,chr3,141152715,1
923,chr3,141152742,1
924,chr3,141152811,1
925,chr3,141152813,1
926,chr3,141152820,1
927,chr3,141152929,1
928,chr3,141152936,1
929,chr3,141153072,1
930,chr3,141153127,1
931,chr3,141153131,1
932,chr3,141153136,1
933,chr3,141153177,1
934,chr3,141153190,1
935,chr3,141153266,1
936,chr3,141153274,1
937,chr3,141153350,1
938,chr3,141153439,1
939,chr3,141153478,1
940,chr3,141153498,1
941,chr3,141153521,1
942,chr3,141153537,1
943,chr3,141153558,1
944,chr3,141153663,1
945,chr3,141153690,1
946,chr3,141153840,1
947,chr3,141153850,1
948,chr3,141153933,1
949,chr3,141153956,1
950,chr3,141153993,1
951,chr3,141153995,1
952,chr3,141154179,1
953,chr3,141154243,1
954,chr3,141154270,1
955,chr3,141154289,1
956,chr3,141154318,1
957,chr2,96194455,1
958,chr2,96194468,1
959,chr2,96194598,1
960,chr2,96195116,1
961,chr2,96195126,1
962,chr2,96195367,1
963,chr2,96195386,1
964,chr2,96195549,1
965,chr2,96195557,1
966,chr2,96195618,1
967,chr2,96195675,1
968,chr2,96195800,1
969,chr2,96195830,1
970,chr2,96195844,1
971,chr2,96196001,1
972,chr2,96196099,1
973,chr2,96196103,1
974,chr2,96196152,1
975,chr2,96196158,1
976,chr2,96196193,1
977,chr2,96196199,1
978,chr2,96196204,1
979,chr2,96196235,1
980,chr2,96196299,1
981,chr2,96196307,1
982,chr2,96196315,1
983,chr2,96196386,1
984,chr2,96196495,1
985,chr2,96196536,1
986,chr2,96196562,1
987,chr2,96196599,1
988,chr2,96196652,1
989,chr2,96196656,1
990,chr2,96196703,1
991,chr2,96196705,1
992,chr2,96196731,1
993,chr2,96196827,1
994,chr2,96196835,1
995,chr2,96196856,1
996,chr2,96196925,1
997,chr2,96196975,1
998,chr2,96196983,1
999,chr2,96196991,1
1000,chr2,96197053,1
1001,chr2,96197066,1
1002,chr2,96197098,1
1003,chr2,96197101,1
1004,chr2,96197151,1
1005,chr2,96197156,1
1006,chr2,96197161,1
1007,chr2,96197164,1
1008,chr2,96197192,1
1009,chr2,96197197,1
1010,chr2,96197205,1
1011,chr2,96197215,1
1012,chr2,96197284,1
1013,chr2,96197299,1
1014,chr2,96197314,1
1015,chr2,96197325,1
1016,chr2,96197332,1
1017,chr2,96197348,1
1018,chr2,96197357,1
1019,chr2,96197370,1
1020,chr2,96197404,1
1021,chr2,96197411,1
1022,chr2,96197554,1
1023,chr2,96197567,1
1024,chr2,96197600,1
1025,chr2,96197686,1
1026,chr16,81071797,1
1027,chr16,81071802,1
1028,chr16,81071810,1
1029,chr16,81071814,1
1030,chr16,81071844,1
1031,chr16,81071848,1
1032,chr16,81071853,1
1033,chr16,81071879,1
1034,chr16,81071887,1
1035,chr16,81071911,1
1036,chr16,81071930,1
1037,chr16,81071943,1
1038,chr16,81071960,1
1039,chr16,81071977,1
1040,chr16,81071992,1
1041,chr16,81072092,1
1042,chr16,81072127,1
1043,chr16,81072131,1
1044,chr16,81072139,1
1045,chr16,81072141,1
1046,chr16,81072161,1
1047,chr16,81072168,1
1048,chr16,81072173,1
1049,chr16,81072186,1
1050,chr16,81072195,1
1051,chr16,81072230,1
1052,chr16,81072237,1
1053,chr16,81072253,1
1054,chr14,44674487,1
1055,chr14,44674512,1
1056,chr14,44674588,1
1057,chr14,44674663,1
1058,chr14,44674668,1
1059,chr14,44674720,1
1060,chr14,44674779,1
1061,chr14,44674802,1
1062,chr14,44674828,1
1063,chr14,44674909,1
1064,chr14,44674930,1
1065,chr14,44675029,1
1066,chr14,44675089,1
1067,chr14,44675158,1
1068,chr14,44675248,1
1069,chr14,44675468,1
1070,chr14,44675704,1
1071,chr14,44675719,1
1072,chr14,44675728,1
1073,chr14,44675744,1
1074,chr14,44675776,1
1075,chr14,44675808,1
1076,chr14,44675859,1
1077,chr14,44675873,1
1078,chr14,44675986,1
1079,chr14,44675999,1
1080,chr14,44676162,1
1081,chr14,44676188,1
1082,chr14,44676192,1
1083,chr14,44676209,1
1084,chr14,44676306,1
1085,chr14,44676373,1
1086,chr14,44676411,1
1087,chr1,13551715,1
1088,chr1,13551722,1
1089,chr1,13551733,1
1090,chr1,13551748,1
1091,chr1,13551763,1
1092,chr1,13551778,1
1093,chr1,13551793,1
1094,chr1,13551846,1
1095,chr1,13551872,1
1096,chr1,13551880,1
1097,chr1,13551895,1
1098,chr1,13551916,1
1099,chr1,13551921,1
1100,chr1,13551926,1
1101,chr1,13551934,1
1102,chr1,13551979,1
1103,chr1,13552000,1
1104,chr1,13552011,1
1105,chr1,13552024,1
1106,chr1,13552062,1
1107,chr1,13552094,1
1108,chr1,13552102,1
1109,chr1,13552152,1
1110,chr1,13552221,1
1111,chr1,13552242,1
1112,chr1,13552250,1
1113,chr1,13552285,1
1114,chr1,13552346,1
1115,chr1,13552372,1
1116,chr1,13552421,1
1117,chr1,13552478,1
1118,chr1,13552515,1
1119,chr1,13552541,1
1120,chr1,13552681,1
1121,chr1,13552691,1
1122,chr1,13552762,1
1123,chr1,13552770,1
1124,chr1,13552778,1
1125,chr1,13552808,1
1126,chr1,13552842,1
1127,chr1,13552873,1
1128,chr1,13552878,1
1129,chr1,13552884,1
1130,chr1,13552919,1
1131,chr1,13552952,1
1132,chr1,13552974,1
1133,chr1,13552978,1
1134,chr1,13553076,1
1135,chr1,13553233,1
1136,chr1,13553247,1
1137,chr1,13553277,1
1138,chr1,13553402,1
1139,chr1,13553459,1
1140,chr1,13553520,1
1141,chr1,13553528,1
1142,chr1,13553691,1
1143,chr1,13553951,1
1144,chr1,13553961,1
1145,chr1,13554212,1
1146,chr1,13554388,1
1147,chr1,13554479,1
1148,chr17,91835656,1
1149,chr17,91835669,1
1150,chr17,91835701,1
