Site_ID,Chr,Coordinate,Weight
S00139,chr1,1625658,1
S00140,chr1,1626832,1
S00141,chr1,1627003,1
S00142,chr1,1627829,1
S00143,chr1,1628021,1
S00144,chr1,1628176,1
S00145,chr1,1628403,1
S00146,chr1,1628492,1
S00147,chr1,1629310,1
S00148,chr1,1629634,1
S00149,chr1,1630287,1
S00150,chr1,1630293,1
S00151,chr1,1632370,1
S00152,chr1,1632917,1
S00153,chr1,1633743,1
S00154,chr1,1633749,1
S00155,chr1,1633911,1
S00156,chr1,1633983,1
S00157,chr1,1634098,1
S00158,chr1,1916969,1
S00159,chr1,1916977,1
S00160,chr1,2024944,1
S00161,chr1,2025050,1
S00162,chr1,2025737,1
S00163,chr1,2028156,1
S00164,chr1,2028291,1
S00165,chr1,2029270,1
S00166,chr1,2029545,1
S00167,chr1,2073928,1
S00168,chr1,2146021,1
S00169,chr1,2148920,1
S00170,chr1,2150975,1
S00171,chr1,2156091,1
S00172,chr1,2172194,1
S00173,chr1,2172387,1
S00174,chr1,2174020,1
S00175,chr1,2174837,1
S00176,chr1,2229733,1
S00177,chr1,2302973,1
S00178,chr1,2303279,1
S00179,chr1,2304106,1
S00180,chr1,2306579,1
S00181,chr1,2476316,1
S00182,chr1,2479729,1
S00183,chr1,2494952,1
S00184,chr1,2495566,1
S00185,chr1,2496609,1
S00186,chr1,2496828,1
S00187,chr1,2496831,1
S00188,chr1,2497497,1
S00189,chr1,2498524,1
S00190,chr1,2498827,1
S00191,chr1,2502906,1
S00192,chr1,2502909,1
S00193,chr1,2503612,1
S00194,chr1,2558337,1
S00195,chr1,2561495,1
S00196,chr1,2563148,1
S00197,chr1,2587085,1
S00198,chr1,2587093,1
S00199,chr1,2587299,1
S00200,chr1,2587791,1
S00201,chr1,3396592,1
S00202,chr1,3404734,1
S00203,chr1,3414651,1
S00204,chr1,3426046,1
S00205,chr1,3426224,1
S00206,chr1,3430874,1
S00207,chr1,3431104,1
S00208,chr1,3433671,1
S00209,chr1,3454807,1
S00210,chr1,3466192,1
S00211,chr1,3467342,1
S00212,chr1,3474709,1
S00213,chr1,3478424,1
S00214,chr1,3478610,1
S00215,chr1,3478612,1
S00216,chr1,3625271,1
S00217,chr1,3625426,1
S00218,chr1,3625513,1
S00219,chr1,3627501,1
S00220,chr1,3682335,1
S00221,chr1,3707543,1
S00222,chr1,3707790,1
S00223,chr1,3722203,1
S00224,chr1,3723348,1
S00225,chr1,3727220,1
S00226,chr1,3727622,1
S00227,chr1,3727767,1
S00228,chr1,3729330,1
S00229,chr1,3729448,1
S00230,chr1,3730144,1
S00231,chr1,3731069,1
S00232,chr1,3731561,1
S00233,chr1,3732742,1
S00234,chr1,3752798,1
S00235,chr1,3755566,1
S00236,chr1,3762716,1
S00237,chr1,3769785,1
S00238,chr1,3772845,1
S00239,chr1,3773066,1
S00240,chr1,3773179,1
S00241,chr1,3866004,1
S00242,chr1,4772524,1
S00243,chr1,4774422,1
S00244,chr1,4774557,1
S00245,chr1,4777402,1
S00246,chr1,6041826,1
S00247,chr1,6051753,1
S00248,chr1,6082278,1
S00249,chr1,6085253,1
S00250,chr1,6087468,1
S00251,chr1,6089010,1
S00252,chr1,6089047,1
S00253,chr1,6094394,1
S00254,chr1,6094489,1
S00255,chr1,6096761,1
S00256,chr1,6206300,1
S00257,chr1,6209110,1
S00258,chr1,6209115,1
S00259,chr1,6209200,1
S00260,chr1,6209416,1
S00261,chr1,6211118,1
S00262,chr1,6212051,1
S00263,chr1,6244551,1
S00264,chr1,6440249,1
S00265,chr1,6440929,1
S00266,chr1,6441069,1
S00267,chr1,6444483,1
S00268,chr1,6448636,1
S00269,chr1,6449087,1
S00270,chr1,6451835,1
S00271,chr1,6587636,1
S00272,chr1,6588757,1
S00273,chr1,6588910,1
S00274,chr1,6614101,1
S00275,chr1,6625145,1
S00276,chr1,6625291,1
S00277,chr1,6807092,1
S00278,chr1,6820183,1
S00279,chr1,7663348,1
S00280,chr1,7677732,1
S00281,chr1,7732603,1
S00282,chr1,7736539,1
S00283,chr1,7745021,1
S00284,chr1,7747713,1
S00285,chr1,7751201,1
S00286,chr1,7778168,1
S00287,chr1,7784467,1
S00288,chr1,7784656,1
S00289,chr1,7785010,1
S00290,chr1,7794007,1
S00291,chr1,7826714,1
S00292,chr1,7965319,1
S00293,chr1,7970968,1
S00294,chr1,8324309,1
S00295,chr1,8324725,1
S00296,chr1,8339488,1
S00297,chr1,8957282,1
S00298,chr1,9246960,1
S00299,chr1,9262061,1
S00300,chr1,9262324,1
S00301,chr1,9263510,1
S00302,chr1,9293068,1
S00303,chr1,9293070,1
S00304,chr1,9351425,1
S00305,chr1,9351615,1
S00306,chr1,9356581,1
S00307,chr1,9356585,1
S00308,chr1,9367449,1
S00309,chr1,9539745,1
S00310,chr1,9567286,1
S00311,chr1,9580233,1
S00312,chr1,9589039,1
S00313,chr1,9596854,1
S00314,chr1,9596861,1
S00315,chr1,9610809,1
S00316,chr1,9612988,1
S00317,chr1,9651801,1
S00318,chr1,9715844,1
S00319,chr1,9716075,1
S00320,chr1,9718914,1
S00321,chr1,9720020,1
S00322,chr1,9721248,1
S00323,chr1,9721447,1
S00324,chr1,9721586,1
S00325,chr1,9721592,1
S00326,chr1,9721764,1
S00327,chr1,9722244,1
S00328,chr1,9723289,1
S00329,chr1,9724420,1
S00330,chr1,9943512,1
S00331,chr1,9943514,1
S00332,chr1,10072031,1
S00333,chr1,10122080,1
S00334,chr1,10147088,1
S00335,chr1,10161145,1
S00336,chr1,10161284,1
S00337,chr1,10168269,1
S00338,chr1,10258495,1
S00339,chr1,10303165,1
S00340,chr1,10334634,1
S00341,chr1,10336657,1
S00342,chr1,10343234,1
S00343,chr1,10352633,1
S00344,chr1,10361825,1
S00345,chr1,10375050,1
S00346,chr1,10375372,1
S00347,chr1,10404164,1
S00348,chr1,10404276,1
S00349,chr1,10431400,1
S00350,chr1,10450319,1
S00351,chr1,10495317,1
S00352,chr1,10624335,1
S00353,chr1,10627362,1
S00354,chr1,11012741,1
S00355,chr1,11189951,1
S00356,chr1,11285639,1
S00357,chr1,11479369,1
S00358,chr1,11502085,1
S00359,chr1,11516165,1
S00360,chr1,11525171,1
S00361,chr1,11526834,1
S00362,chr1,11529690,1
S00363,chr1,11529782,1
S00364,chr1,11529958,1
S00365,chr1,11529963,1
S00366,chr1,11531037,1
S00367,chr1,11531560,1
S00368,chr1,11535128,1
S00369,chr1,11535641,1
S00370,chr1,11535648,1
S00371,chr1,11536326,1
S00372,chr1,11654948,1
S00373,chr1,11658739,1
S00374,chr1,11658875,1
S00375,chr1,11664259,1
S00376,chr1,11671390,1
S00377,chr1,11709277,1
S00378,chr1,11736240,1
S00379,chr1,11744535,1
S00380,chr1,11744568,1
S00381,chr1,11764326,1
S00382,chr1,11766575,1
S00383,chr1,11767081,1
S00384,chr1,11776466,1
S00385,chr1,11779079,1
S00386,chr1,11785143,1
S00387,chr1,11785293,1
S00388,chr1,11787391,1
S00389,chr1,11788046,1
S00390,chr1,11823708,1
S00391,chr1,11837498,1
S00392,chr1,11838337,1
S00393,chr1,11838439,1
S00394,chr1,11949774,1
S00395,chr1,11957836,1
S00396,chr1,11958647,1
S00397,chr1,11960765,1
S00398,chr1,11960767,1
S00399,chr1,11964178,1
S00400,chr1,11964296,1
S00401,chr1,11965590,1
S00402,chr1,11966315,1
S00403,chr1,11972994,1
S00404,chr1,11974655,1
S00405,chr1,11989165,1
S00406,chr1,11992558,1
S00407,chr1,11992689,1
S00408,chr1,11996158,1
S00409,chr1,11998877,1
S00410,chr1,11999099,1
S00411,chr1,12001404,1
S00412,chr1,12019550,1
S00413,chr1,12021836,1
S00414,chr1,12021844,1
S00415,chr1,12022447,1
S00416,chr1,12029760,1
S00417,chr1,12029766,1
S00418,chr1,12030023,1
S00419,chr1,12030122,1
S00420,chr1,12031402,1
S00421,chr1,12031407,1
S00422,chr1,12084467,1
S00423,chr1,12097214,1
S00424,chr1,12104380,1
S00425,chr1,12109569,1
S00426,chr1,12112011,1
S00427,chr1,12123710,1
S00428,chr1,12135612,1
S00429,chr1,12188893,1
S00430,chr1,12191927,1
S00431,chr1,12253830,1
S00432,chr1,12261153,1
S00433,chr1,12293527,1
S00434,chr1,12293703,1
S00435,chr1,12319500,1
S00436,chr1,12327854,1
S00437,chr1,12341775,1
S00438,chr1,12345508,1
S00439,chr1,12379491,1
S00440,chr1,12400176,1
S00441,chr1,12775544,1
S00442,chr1,12791470,1
S00443,chr1,12857143,1
S00444,chr1,13610514,1
S00445,chr1,13749356,1
S00446,chr1,13769169,1
S00447,chr1,13816574,1
S00448,chr1,14924133,1
S00449,chr1,15060172,1
S00450,chr1,15060302,1
S00451,chr1,15063574,1
S00452,chr1,15094929,1
S00453,chr1,15112539,1
S00454,chr1,15153952,1
S00455,chr1,15272528,1
S00456,chr1,15316467,1
S00457,chr1,15317932,1
S00458,chr1,15345527,1
S00459,chr1,15367458,1
S00460,chr1,15375729,1
S00461,chr1,15382029,1
S00462,chr1,15428588,1
S00463,chr1,15442571,1
S00464,chr1,15445746,1
S00465,chr1,15462865,1
S00466,chr1,15463389,1
S00467,chr1,15466144,1
S00468,chr1,15467537,1
S00469,chr1,15482397,1
S00470,chr1,15483267,1
S00471,chr1,15486046,1
S00472,chr1,15487436,1
S00473,chr1,15526957,1
S00474,chr1,15534300,1
S00475,chr1,15534308,1
S00476,chr1,15548432,1
S00477,chr1,15559529,1
S00478,chr1,15562324,1
S00479,chr1,15566082,1
S00480,chr1,15617812,1
S00481,chr1,15626671,1
S00482,chr1,15638439,1
S00483,chr1,15656619,1
S00484,chr1,15716341,1
S00485,chr1,15716813,1
S00486,chr1,15717895,1
S00487,chr1,15728732,1
S00488,chr1,15731195,1
S00489,chr1,15744155,1
S00490,chr1,15848149,1
S00491,chr1,15938005,1
S00492,chr1,15938879,1
S00493,chr1,16004384,1
S00494,chr1,16023925,1
S00495,chr1,16026774,1
S00496,chr1,16027311,1
S00497,chr1,16028013,1
S00498,chr1,16028843,1
S00499,chr1,16030455,1
S00500,chr1,16030672,1
S00501,chr1,16044589,1
S00502,chr1,16045683,1
S00503,chr1,16046535,1
S00504,chr1,16050598,1
S00505,chr1,16052409,1
S00506,chr1,16055763,1
S00507,chr1,16367305,1
S00508,chr1,16448062,1
S00509,chr1,16449198,1
S00510,chr1,16936632,1
S00511,chr1,16938911,1
S00512,chr1,16940098,1
S00513,chr1,16944278,1
S00514,chr1,16946409,1
S00515,chr1,16946987,1
S00516,chr1,16948523,1
S00517,chr1,16948930,1
S00518,chr1,16953485,1
S00519,chr1,16954355,1
S00520,chr1,16954874,1
S00521,chr1,16965890,1
S00522,chr1,16966001,1
S00523,chr1,16966410,1
S00524,chr1,16969345,1
S00525,chr1,16969788,1
S00526,chr1,16971466,1
S00527,chr1,17223689,1
S00528,chr1,17223692,1
S00529,chr1,17228793,1
S00530,chr1,17230574,1
S00531,chr1,17230683,1
S00532,chr1,17237317,1
S00533,chr1,17237462,1
S00534,chr1,17266719,1
S00535,chr1,17267961,1
S00536,chr1,17270408,1
S00537,chr1,17270981,1
S00538,chr1,17271062,1
S00539,chr1,17276769,1
S00540,chr1,17338151,1
S00541,chr1,17339813,1
S00542,chr1,17372359,1
S00543,chr1,17388558,1
S00544,chr1,17394951,1
S00545,chr1,17401208,1
S00546,chr1,17539947,1
S00547,chr1,17580637,1
S00548,chr1,17602122,1
S00549,chr1,17602215,1
S00550,chr1,17603590,1
S00551,chr1,17621945,1
S00552,chr1,17622990,1
S00553,chr1,17623174,1
S00554,chr1,17625956,1
S00555,chr1,17625959,1
S00556,chr1,17634566,1
S00557,chr1,17638007,1
S00558,chr1,17640205,1
S00559,chr1,17640302,1
S00560,chr1,17655881,1
S00561,chr1,17656549,1
S00562,chr1,17656707,1
S00563,chr1,18108195,1
S00564,chr1,18108197,1
S00565,chr1,18228008,1
S00566,chr1,18376802,1
S00567,chr1,19255951,1
S00568,chr1,19256050,1
S00569,chr1,19317841,1
S00570,chr1,19326623,1
S00571,chr1,19327412,1
S00572,chr1,19655326,1
S00573,chr1,19678562,1
S00574,chr1,19678921,1
S00575,chr1,19882732,1
S00576,chr1,19897543,1
S00577,chr1,19897658,1
S00578,chr1,20089894,1
S00579,chr1,20140217,1
S00580,chr1,20312830,1
S00581,chr1,20317671,1
S00582,chr1,20318720,1
S00583,chr1,20318725,1
S00584,chr1,20330385,1
S00585,chr1,20330863,1
S00586,chr1,20336485,1
S00587,chr1,20336490,1
S00588,chr1,20343074,1
S00589,chr1,20343082,1
S00590,chr1,20348240,1
S00591,chr1,20638128,1
S00592,chr1,20645554,1
S00593,chr1,20648506,1
S00594,chr1,21468896,1
S00595,chr1,21472920,1
S00596,chr1,21563111,1
S00597,chr1,21563280,1
S00598,chr1,21564216,1
S00599,chr1,21814399,1
S00600,chr1,21977078,1
S00601,chr1,21980921,1
S00602,chr1,21981033,1
S00603,chr1,21983834,1
S00604,chr1,22001713,1
S00605,chr1,22005544,1
S00606,chr1,22007018,1
S00607,chr1,22007515,1
S00608,chr1,22052866,1
S00609,chr1,22074095,1
S00610,chr1,22074223,1
S00611,chr1,22078579,1
S00612,chr1,22512138,1
S00613,chr1,22524440,1
S00614,chr1,22563725,1
S00615,chr1,22586635,1
S00616,chr1,22593686,1
S00617,chr1,22597858,1
S00618,chr1,22598153,1
S00619,chr1,22598216,1
S00620,chr1,22599046,1
S00621,chr1,22599051,1
S00622,chr1,22600656,1
S00623,chr1,22600663,1
S00624,chr1,22601630,1
S00625,chr1,22637777,1
S00626,chr1,22781424,1
S00627,chr1,22785073,1
S00628,chr1,22895473,1
S00629,chr1,22906955,1
S00630,chr1,22909024,1
S00631,chr1,23019943,1
S00632,chr1,23030632,1
S00633,chr1,23050381,1
S00634,chr1,23057487,1
S00635,chr1,23083180,1
S00636,chr1,23628510,1
S00637,chr1,23691828,1
S00638,chr1,23694663,1
S00639,chr1,23749076,1
S00640,chr1,23749947,1
S00641,chr1,23754100,1
S00642,chr1,23754251,1
S00643,chr1,23756276,1
S00644,chr1,23779481,1
S00645,chr1,23787278,1
S00646,chr1,23792757,1
S00647,chr1,23792759,1
S00648,chr1,23794226,1
S00649,chr1,24331616,1
S00650,chr1,24337079,1
S00651,chr1,24337793,1
S00652,chr1,24338099,1
S00653,chr1,24342893,1
S00654,chr1,24347552,1
S00655,chr1,24350118,1
S00656,chr1,24415900,1
S00657,chr1,24415903,1
S00658,chr1,24449476,1
S00659,chr1,24449483,1
S00660,chr1,24456273,1
S00661,chr1,24464021,1
S00662,chr1,24595427,1
S00663,chr1,24601028,1
S00664,chr1,24643345,1
S00665,chr1,24643347,1
S00666,chr1,24651410,1
S00667,chr1,24652915,1
S00668,chr1,24653031,1
S00669,chr1,24660797,1
S00670,chr1,24662803,1
S00671,chr1,24666921,1
S00672,chr1,25290791,1
S00673,chr1,25301521,1
S00674,chr1,25303458,1
S00675,chr1,25338456,1
S00676,chr1,25484278,1
S00677,chr1,25543783,1
S00678,chr1,25554976,1
S00679,chr1,25565204,1
S00680,chr1,25746780,1
S00681,chr1,25749257,1
S00682,chr1,25763868,1
S00683,chr1,25763967,1
S00684,chr1,25778106,1
S00685,chr1,25800417,1
S00686,chr1,25809149,1
S00687,chr1,25814175,1
S00688,chr1,25829512,1
S00689,chr1,26029602,1
S00690,chr1,26035166,1
S00691,chr1,26170181,1
S00692,chr1,26170183,1
S00693,chr1,26182402,1
S00694,chr1,26183340,1
S00695,chr1,26184072,1
S00696,chr1,26188502,1
S00697,chr1,26190839,1
S00698,chr1,26191289,1
S00699,chr1,26197688,1
S00700,chr1,26197959,1
S00701,chr1,26200062,1
S00702,chr1,26234308,1
S00703,chr1,26239836,1
S00704,chr1,26280200,1
S00705,chr1,26410926,1
S00706,chr1,26472631,1
S00707,chr1,26473524,1
S00708,chr1,26545846,1
S00709,chr1,26545855,1
S00710,chr1,26546034,1
S00711,chr1,26551399,1
S00712,chr1,26555539,1
S00713,chr1,26555624,1
S00714,chr1,26557104,1
S00715,chr1,26561499,1
S00716,chr1,26731600,1
S00717,chr1,26761470,1
S00718,chr1,26766223,1
S00719,chr1,26772500,1
S00720,chr1,26773582,1
S00721,chr1,26773716,1
S00722,chr1,26832606,1
S00723,chr1,26850303,1
S00724,chr1,26850438,1
S00725,chr1,26850559,1
S00726,chr1,26851231,1
S00727,chr1,26921934,1
S00728,chr1,26942776,1
S00729,chr1,26994616,1
S00730,chr1,27234955,1
S00731,chr1,27263155,1
S00732,chr1,27287860,1
S00733,chr1,27294121,1
S00734,chr1,27303799,1
S00735,chr1,27304995,1
S00736,chr1,27305004,1
S00737,chr1,27322391,1
S00738,chr1,27349764,1
S00739,chr1,27349967,1
S00740,chr1,27350132,1
S00741,chr1,27350392,1
S00742,chr1,27350483,1
S00743,chr1,27350950,1
S00744,chr1,27351253,1
S00745,chr1,27351332,1
S00746,chr1,27351451,1
S00747,chr1,27351457,1
S00748,chr1,27353286,1
S00749,chr1,27353487,1
S00750,chr1,27392736,1
S00751,chr1,27726165,1
S00752,chr1,27732656,1
S00753,chr1,27801678,1
S00754,chr1,27831362,1
S00755,chr1,27872661,1
S00756,chr1,27876583,1
S00757,chr1,27881973,1
S00758,chr1,27963500,1
S00759,chr1,28236274,1
S00760,chr1,28236363,1
S00761,chr1,28272279,1
S00762,chr1,28480603,1
S00763,chr1,28489171,1
S00764,chr1,28489225,1
S00765,chr1,28493090,1
S00766,chr1,28530526,1
S00767,chr1,28532348,1
S00768,chr1,28535379,1
S00769,chr1,28535873,1
S00770,chr1,28537834,1
S00771,chr1,28553134,1
S00772,chr1,28553137,1
S00773,chr1,28553635,1
S00774,chr1,28561347,1
S00775,chr1,28567413,1
S00776,chr1,28592397,1
S00777,chr1,28592403,1
S00778,chr1,28668838,1
S00779,chr1,28683577,1
S00780,chr1,28738338,1
S00781,chr1,28768932,1
S00782,chr1,28812609,1
S00783,chr1,28859300,1
S00784,chr1,28862743,1
S00785,chr1,28914767,1
S00786,chr1,29011904,1
S00787,chr1,29255405,1
S00788,chr1,29259341,1
S00789,chr1,29259444,1
S00790,chr1,29259870,1
S00791,chr1,29260605,1
S00792,chr1,29260899,1
S00793,chr1,29289712,1
S00794,chr1,29292023,1
S00795,chr1,29307132,1
S00796,chr1,29311459,1
S00797,chr1,29311757,1
S00798,chr1,29315372,1
S00799,chr1,29315374,1
S00800,chr1,29315511,1
S00801,chr1,29317749,1
S00802,chr1,29317921,1
S00803,chr1,29323494,1
S00804,chr1,29325194,1
S00805,chr1,31414062,1
S00806,chr1,31414068,1
S00807,chr1,31423688,1
S00808,chr1,31423694,1
S00809,chr1,31425909,1
S00810,chr1,31428980,1
S00811,chr1,31433189,1
S00812,chr1,31434067,1
S00813,chr1,31579263,1
S00814,chr1,31585032,1
S00815,chr1,31585340,1
S00816,chr1,32033333,1
S00817,chr1,32077318,1
S00818,chr1,32092015,1
S00819,chr1,32094971,1
S00820,chr1,32160703,1
S00821,chr1,32204044,1
S00822,chr1,32224036,1
S00823,chr1,32248366,1
S00824,chr1,32248371,1
S00825,chr1,32274433,1
S00826,chr1,32275316,1
S00827,chr1,32275324,1
S00828,chr1,32275419,1
S00829,chr1,32275668,1
S00830,chr1,32275670,1
S00831,chr1,32275917,1
S00832,chr1,32276332,1
S00833,chr1,32279998,1
S00834,chr1,32285509,1
S00835,chr1,32292214,1
S00836,chr1,32292217,1
S00837,chr1,32316665,1
S00838,chr1,32327675,1
S00839,chr1,32329159,1
S00840,chr1,32331804,1
S00841,chr1,32536486,1
S00842,chr1,32539569,1
S00843,chr1,32539571,1
S00844,chr1,32651431,1
S00845,chr1,32817685,1
S00846,chr1,32853163,1
S00847,chr1,32853165,1
S00848,chr1,32855918,1
S00849,chr1,32893625,1
S00850,chr1,32893628,1
S00851,chr1,33082173,1
S00852,chr1,33082353,1
S00853,chr1,33083956,1
S00854,chr1,33256658,1
S00855,chr1,33276095,1
S00856,chr1,33276343,1
S00857,chr1,33280119,1
S00858,chr1,33281582,1
S00859,chr1,33295304,1
S00860,chr1,33479704,1
S00861,chr1,33489513,1
S00862,chr1,34218689,1
S00863,chr1,34793067,1
S00864,chr1,34794198,1
S00865,chr1,35079370,1
S00866,chr1,35381549,1
S00867,chr1,35405026,1
S00868,chr1,35408010,1
S00869,chr1,35415718,1
S00870,chr1,35562632,1
S00871,chr1,35563768,1
S00872,chr1,35573930,1
S00873,chr1,35588548,1
S00874,chr1,35808434,1
S00875,chr1,35826835,1
S00876,chr1,35831571,1
S00877,chr1,35832183,1
S00878,chr1,35835834,1
S00879,chr1,35888430,1
S00880,chr1,35888609,1
S00881,chr1,35892675,1
S00882,chr1,35893099,1
S00883,chr1,35894402,1
S00884,chr1,35902068,1
S00885,chr1,35902207,1
S00886,chr1,35914000,1
S00887,chr1,35917725,1
S00888,chr1,35931441,1
S00889,chr1,35973507,1
S00890,chr1,36008777,1
S00891,chr1,36013750,1
S00892,chr1,36013918,1
S00893,chr1,36034174,1
S00894,chr1,36087976,1
S00895,chr1,36172464,1
S00896,chr1,36172631,1
S00897,chr1,36173367,1
S00898,chr1,36176201,1
S00899,chr1,36176577,1
S00900,chr1,36176580,1
S00901,chr1,36178420,1
S00902,chr1,36178686,1
S00903,chr1,36179262,1
S00904,chr1,36289763,1
S00905,chr1,36296774,1
S00906,chr1,36306593,1
S00907,chr1,36319669,1
S00908,chr1,36320910,1
S00909,chr1,37474626,1
S00910,chr1,37557606,1
S00911,chr1,37562083,1
S00912,chr1,37692900,1
S00913,chr1,37693032,1
S00914,chr1,37700438,1
S00915,chr1,37707064,1
S00916,chr1,37708325,1
S00917,chr1,37796820,1
S00918,chr1,37808729,1
S00919,chr1,37808980,1
S00920,chr1,38022699,1
S00921,chr1,38991598,1
S00922,chr1,39028939,1
S00923,chr1,39084434,1
S00924,chr1,39250017,1
S00925,chr1,39254301,1
S00926,chr1,39282373,1
S00927,chr1,39283192,1
S00928,chr1,39283514,1
S00929,chr1,39292042,1
S00930,chr1,39300359,1
S00931,chr1,39309573,1
S00932,chr1,39310248,1
S00933,chr1,39316527,1
S00934,chr1,39317406,1
S00935,chr1,39318614,1
S00936,chr1,39357378,1
S00937,chr1,39387188,1
S00938,chr1,39422732,1
S00939,chr1,39432658,1
S00940,chr1,39448762,1
S00941,chr1,39452685,1
S00942,chr1,39463684,1
S00943,chr1,39468729,1
S00944,chr1,39479800,1
S00945,chr1,39481027,1
S00946,chr1,39511903,1
S00947,chr1,39738927,1
S00948,chr1,39965333,1
S00949,chr1,39965549,1
S00950,chr1,39966013,1
S00951,chr1,39968329,1
S00952,chr1,39969508,1
S00953,chr1,40061736,1
S00954,chr1,40066319,1
S00955,chr1,40406739,1
S00956,chr1,40408738,1
S00957,chr1,40695609,1
S00958,chr1,40709615,1
S00959,chr1,40712688,1
S00960,chr1,40721708,1
S00961,chr1,40723273,1
S00962,chr1,40763045,1
S00963,chr1,40818289,1
S00964,chr1,40819342,1
S00965,chr1,40819471,1
S00966,chr1,40819476,1
S00967,chr1,40819985,1
S00968,chr1,40835097,1
S00969,chr1,41003115,1
S00970,chr1,41006091,1
S00971,chr1,41007451,1
S00972,chr1,41010254,1
S00973,chr1,42381096,1
S00974,chr1,42404594,1
S00975,chr1,42410186,1
S00976,chr1,42457077,1
S00977,chr1,42665981,1
S00978,chr1,42682730,1
S00979,chr1,42683406,1
S00980,chr1,42697258,1
S00981,chr1,42701044,1
S00982,chr1,42846654,1
S00983,chr1,43206723,1
S00984,chr1,43234282,1
S00985,chr1,43234489,1
S00986,chr1,43270793,1
S00987,chr1,43304852,1
S00988,chr1,43304854,1
S00989,chr1,43305228,1
S00990,chr1,43305342,1
S00991,chr1,43306992,1
S00992,chr1,43308988,1
S00993,chr1,43313424,1
S00994,chr1,43313967,1
S00995,chr1,43317201,1
S00996,chr1,43317671,1
S00997,chr1,43319344,1
S00998,chr1,43319462,1
S00999,chr1,43321611,1
