Site_ID,Chr,Coordinate,Weight
S00199,chr1,40405067,1
S00200,chr1,40405097,1
S00201,chr1,40796657,1
S00202,chr1,40796663,1
S00203,chr1,42606300,1
S00204,chr1,42851229,1
S00205,chr1,42851235,1
S00206,chr1,43123793,1
S00207,chr1,43827991,1
S00208,chr1,43827997,1
S00209,chr1,43979446,1
S00210,chr1,44081627,1
S00211,chr1,44081631,1
S00212,chr1,44081635,1
S00213,chr1,44081639,1
S00214,chr1,44081643,1
S00215,chr1,44081647,1
S00216,chr1,44081651,1
S00217,chr1,44081655,1
S00218,chr1,45795509,1
S00219,chr1,45795515,1
S00220,chr1,46171662,1
S00221,chr1,46171668,1
S00222,chr1,49782039,1
S00223,chr1,49782045,1
S00224,chr1,49782051,1
S00225,chr1,49782057,1
S00226,chr1,49987039,1
S00227,chr1,49987079,1
S00228,chr1,49987085,1
S00229,chr1,49987183,1
S00230,chr1,50822627,1
S00231,chr1,50822631,1
S00232,chr1,50822637,1
S00233,chr1,51370757,1
S00234,chr1,51370763,1
S00235,chr1,51370771,1
S00236,chr1,51426724,1
S00237,chr1,51426730,1
S00238,chr1,51483975,1
S00239,chr1,51483981,1
S00240,chr1,51913687,1
S00241,chr1,51913693,1
S00242,chr1,52047034,1
S00243,chr1,52113742,1
S00244,chr1,52119249,1
S00245,chr1,52630542,1
S00246,chr1,52681989,1
S00247,chr1,52930692,1
S00248,chr1,52930698,1
S00249,chr1,52930704,1
S00250,chr1,52930710,1
S00251,chr1,53313606,1
S00252,chr1,53313639,1
S00253,chr1,53313645,1
S00254,chr1,53313652,1
S00255,chr1,53352752,1
S00256,chr1,53352758,1
S00257,chr1,53352774,1
S00258,chr1,53480899,1
S00259,chr1,53480905,1
S00260,chr1,53480907,1
S00261,chr1,53480911,1
S00262,chr1,53480915,1
S00263,chr1,53813408,1
S00264,chr1,53813412,1
S00265,chr1,53813416,1
S00266,chr1,53813420,1
S00267,chr1,53813442,1
S00268,chr1,54250767,1
S00269,chr1,54250773,1
S00270,chr1,54443855,1
S00271,chr1,55027455,1
S00272,chr1,55027471,1
S00273,chr1,55172122,1
S00274,chr1,55195445,1
S00275,chr1,55224394,1
S00276,chr1,55224451,1
S00277,chr1,55405708,1
S00278,chr1,55724544,1
S00279,chr1,55724550,1
S00280,chr1,55724548,1
S00281,chr1,55724556,1
S00282,chr1,55724562,1
S00283,chr1,55736208,1
S00284,chr1,55736244,1
S00285,chr1,55736250,1
S00286,chr1,55736248,1
S00287,chr1,55736256,1
S00288,chr1,57191394,1
S00289,chr1,57191400,1
S00290,chr1,57191396,1
S00291,chr1,57191402,1
S00292,chr1,57191398,1
S00293,chr1,57191404,1
S00294,chr1,57191406,1
S00295,chr1,57191412,1
S00296,chr1,57198862,1
S00297,chr1,57198872,1
S00298,chr1,57510544,1
S00299,chr1,57551882,1
S00300,chr1,57564087,1
S00301,chr1,58424100,1
S00302,chr1,58424106,1
S00303,chr1,59094909,1
S00304,chr1,59094915,1
S00305,chr1,59367300,1
S00306,chr1,59561641,1
S00307,chr1,59575055,1
S00308,chr1,59575069,1
S00309,chr1,59604116,1
S00310,chr1,59604122,1
S00311,chr1,59606734,1
S00312,chr1,59606740,1
S00313,chr1,59943004,1
S00314,chr1,59943010,1
S00315,chr1,60007457,1
S00316,chr1,60098257,1
S00317,chr1,60098263,1
S00318,chr1,60145391,1
S00319,chr1,60145411,1
S00320,chr1,60145417,1
S00321,chr1,60754166,1
S00322,chr1,61473159,1
S00323,chr1,62414705,1
S00324,chr1,63092640,1
S00325,chr1,63092646,1
S00326,chr1,63092650,1
S00327,chr1,63200445,1
S00328,chr1,63200451,1
S00329,chr1,63264752,1
S00330,chr1,63264754,1
S00331,chr1,63264758,1
S00332,chr1,63264762,1
S00333,chr1,63264766,1
S00334,chr1,63264770,1
S00335,chr1,63445724,1
S00336,chr1,63467108,1
S00337,chr1,63467114,1
S00338,chr1,63467120,1
S00339,chr1,63645200,1
S00340,chr1,63730368,1
S00341,chr1,63730374,1
S00342,chr1,64242066,1
S00343,chr1,64242072,1
S00344,chr1,64242074,1
S00345,chr1,64242070,1
S00346,chr1,64242076,1
S00347,chr1,64242078,1
S00348,chr1,64242080,1
S00349,chr1,64242082,1
S00350,chr1,64242084,1
S00351,chr1,64338636,1
S00352,chr1,64455731,1
S00353,chr1,64455737,1
S00354,chr1,64617186,1
S00355,chr1,64617192,1
S00356,chr1,64731889,1
S00357,chr1,64731885,1
S00358,chr1,64731891,1
S00359,chr1,64731895,1
S00360,chr1,64731897,1
S00361,chr1,64753260,1
S00362,chr1,64769854,1
S00363,chr1,65104760,1
S00364,chr1,65104786,1
S00365,chr1,65104812,1
S00366,chr1,65408121,1
S00367,chr1,66817015,1
S00368,chr1,66817021,1
S00369,chr1,66986919,1
S00370,chr1,69376996,1
S00371,chr1,71007378,1
S00372,chr1,71007384,1
S00373,chr1,71024129,1
S00374,chr1,71024135,1
S00375,chr1,71507476,1
S00376,chr1,71507482,1
S00377,chr1,71507488,1
S00378,chr1,71609209,1
S00379,chr1,71609255,1
S00380,chr1,71609263,1
S00381,chr1,71609297,1
S00382,chr1,71652734,1
S00383,chr1,71652740,1
S00384,chr1,71652742,1
S00385,chr1,71875868,1
S00386,chr1,72041484,1
S00387,chr1,72122036,1
S00388,chr1,72520244,1
S00389,chr1,72520250,1
S00390,chr1,72641168,1
S00391,chr1,72641170,1
S00392,chr1,72641176,1
S00393,chr1,72711268,1
S00394,chr1,72711274,1
S00395,chr1,72726298,1
S00396,chr1,72726304,1
S00397,chr1,72726310,1
S00398,chr1,72871850,1
S00399,chr1,72871876,1
S00400,chr1,73913526,1
S00401,chr1,73913563,1
S00402,chr1,74007087,1
S00403,chr1,74007101,1
S00404,chr1,74141976,1
S00405,chr1,74141982,1
S00406,chr1,74192167,1
S00407,chr1,74236369,1
S00408,chr1,74236375,1
S00409,chr1,74284904,1
S00410,chr1,74284900,1
S00411,chr1,74284906,1
S00412,chr1,74376247,1
S00413,chr1,74397799,1
S00414,chr1,74397805,1
S00415,chr1,74397807,1
S00416,chr1,74408501,1
S00417,chr1,74408507,1
S00418,chr1,74408509,1
S00419,chr1,74408505,1
S00420,chr1,74408511,1
S00421,chr1,74408513,1
S00422,chr1,74505991,1
S00423,chr1,74506057,1
S00424,chr1,74595982,1
S00425,chr1,74595988,1
S00426,chr1,74661571,1
S00427,chr1,74661577,1
S00428,chr1,74765415,1
S00429,chr1,74765419,1
S00430,chr1,74765425,1
S00431,chr1,74784568,1
S00432,chr1,74784574,1
S00433,chr1,74800627,1
S00434,chr1,74800633,1
S00435,chr1,74926138,1
S00436,chr1,75124971,1
S00437,chr1,75124977,1
S00438,chr1,75251832,1
S00439,chr1,75251952,1
S00440,chr1,75277634,1
S00441,chr1,75381630,1
S00442,chr1,75381636,1
S00443,chr1,75423350,1
S00444,chr1,75423356,1
S00445,chr1,75423387,1
S00446,chr1,75423393,1
S00447,chr1,75423423,1
S00448,chr1,75476363,1
S00449,chr1,75476369,1
S00450,chr1,75476375,1
S00451,chr1,75509838,1
S00452,chr1,75585714,1
S00453,chr1,75585720,1
S00454,chr1,75685966,1
S00455,chr1,75685972,1
S00456,chr1,75866388,1
S00457,chr1,75866394,1
S00458,chr1,75939748,1
S00459,chr1,75939754,1
S00460,chr1,76102602,1
S00461,chr1,76102598,1
S00462,chr1,76102604,1
S00463,chr1,76102606,1
S00464,chr1,76102612,1
S00465,chr1,76102618,1
S00466,chr1,77391592,1
S00467,chr1,77391598,1
S00468,chr1,77391616,1
S00469,chr1,77395576,1
S00470,chr1,77521629,1
S00471,chr1,77976059,1
S00472,chr1,77976065,1
S00473,chr1,77976112,1
S00474,chr1,77976118,1
S00475,chr1,77976165,1
S00476,chr1,77976171,1
S00477,chr1,78008967,1
S00478,chr1,78008973,1
S00479,chr1,78189938,1
S00480,chr1,78189944,1
S00481,chr1,78228857,1
S00482,chr1,78228863,1
S00483,chr1,78488861,1
S00484,chr1,78488867,1
S00485,chr1,78532335,1
S00486,chr1,78532341,1
S00487,chr1,79571324,1
S00488,chr1,79571330,1
S00489,chr1,79672238,1
S00490,chr1,79775984,1
S00491,chr1,79775990,1
S00492,chr1,82316499,1
S00493,chr1,82316553,1
S00494,chr1,82409361,1
S00495,chr1,82409367,1
S00496,chr1,83038245,1
S00497,chr1,83038251,1
S00498,chr1,83159722,1
S00499,chr1,83159728,1
S00500,chr1,84423609,1
S00501,chr1,84891902,1
S00502,chr1,85323346,1
S00503,chr1,85771306,1
S00504,chr1,85771310,1
S00505,chr1,85771314,1
S00506,chr1,85771318,1
S00507,chr1,85771322,1
S00508,chr1,85771326,1
S00509,chr1,85771330,1
S00510,chr1,85771334,1
S00511,chr1,85771338,1
S00512,chr1,85771342,1
S00513,chr1,85771346,1
S00514,chr1,85771362,1
S00515,chr1,85963786,1
S00516,chr1,86114344,1
S00517,chr1,86359648,1
S00518,chr1,86359654,1
S00519,chr1,86395783,1
S00520,chr1,86395789,1
S00521,chr1,86399150,1
S00522,chr1,86399156,1
S00523,chr1,86399174,1
S00524,chr1,86442886,1
S00525,chr1,86442966,1
S00526,chr1,86487377,1
S00527,chr1,86487383,1
S00528,chr1,86487600,1
S00529,chr1,86487636,1
S00530,chr1,86487642,1
S00531,chr1,86487670,1
S00532,chr1,86487676,1
S00533,chr1,86487688,1
S00534,chr1,86487703,1
S00535,chr1,86487709,1
S00536,chr1,87055386,1
S00537,chr1,87055392,1
S00538,chr1,87055394,1
S00539,chr1,87055390,1
S00540,chr1,87055396,1
S00541,chr1,87055398,1
S00542,chr1,87055400,1
S00543,chr1,87055406,1
S00544,chr1,87087977,1
S00545,chr1,87099693,1
S00546,chr1,87326823,1
S00547,chr1,87326829,1
S00548,chr1,88277678,1
S00549,chr1,88326534,1
S00550,chr1,88326540,1
S00551,chr1,88705915,1
S00552,chr1,88705921,1
S00553,chr1,89276966,1
S00554,chr1,89541203,1
S00555,chr1,89807755,1
S00556,chr1,89933917,1
S00557,chr1,89966254,1
S00558,chr1,89977831,1
S00559,chr1,90203861,1
S00560,chr1,90203867,1
S00561,chr1,90424340,1
S00562,chr1,90547351,1
S00563,chr1,90547357,1
S00564,chr1,90603020,1
S00565,chr1,90603026,1
S00566,chr1,90603032,1
S00567,chr1,90603434,1
S00568,chr1,91026501,1
S00569,chr1,91026507,1
S00570,chr1,91412721,1
S00571,chr1,91412806,1
S00572,chr1,91412830,1
S00573,chr1,91664770,1
S00574,chr1,91664776,1
S00575,chr1,91664782,1
S00576,chr1,91664788,1
S00577,chr1,91664784,1
S00578,chr1,91664790,1
S00579,chr1,91833350,1
S00580,chr1,91910104,1
S00581,chr1,91910110,1
S00582,chr1,91910106,1
S00583,chr1,91910112,1
S00584,chr1,91958889,1
S00585,chr1,91958899,1
S00586,chr1,91958905,1
S00587,chr1,91958911,1
S00588,chr1,92667761,1
S00589,chr1,93224193,1
S00590,chr1,93224199,1
S00591,chr1,93342896,1
S00592,chr1,93343223,1
S00593,chr1,93343229,1
S00594,chr1,93343534,1
S00595,chr1,93343540,1
S00596,chr1,93478870,1
S00597,chr1,93478876,1
S00598,chr1,93635940,1
S00599,chr1,93635957,1
S00600,chr1,93635963,1
S00601,chr1,93687857,1
S00602,chr1,93687863,1
S00603,chr1,93825216,1
S00604,chr1,93825534,1
S00605,chr1,93825540,1
S00606,chr1,95121192,1
S00607,chr1,95313532,1
S00608,chr1,95313538,1
S00609,chr1,97770405,1
S00610,chr1,97770411,1
S00611,chr1,99631162,1
S00612,chr1,105962998,1
S00613,chr1,105963004,1
S00614,chr1,106130168,1
S00615,chr1,106130174,1
S00616,chr1,106130180,1
S00617,chr1,106277936,1
S00618,chr1,106637949,1
S00619,chr1,106637955,1
S00620,chr1,106637959,1
S00621,chr1,106637965,1
S00622,chr1,106723711,1
S00623,chr1,106759816,1
S00624,chr1,106759822,1
S00625,chr1,107481580,1
S00626,chr1,107481586,1
S00627,chr1,109530346,1
S00628,chr1,110360992,1
S00629,chr1,114286640,1
S00630,chr1,114374197,1
S00631,chr1,114374203,1
S00632,chr1,118012910,1
S00633,chr1,118389387,1
S00634,chr1,118389393,1
S00635,chr1,118393599,1
S00636,chr1,118393605,1
S00637,chr1,118393613,1
S00638,chr1,118742484,1
S00639,chr1,118742490,1
S00640,chr1,118956153,1
S00641,chr1,118956159,1
S00642,chr1,118956155,1
S00643,chr1,118956161,1
S00644,chr1,118956157,1
S00645,chr1,118956163,1
S00646,chr1,118956165,1
S00647,chr1,119013644,1
S00648,chr1,119013650,1
S00649,chr1,119013656,1
S00650,chr1,119029773,1
S00651,chr1,119029779,1
S00652,chr1,119076490,1
S00653,chr1,119076496,1
S00654,chr1,119106097,1
S00655,chr1,119106103,1
S00656,chr1,119106109,1
S00657,chr1,119487424,1
S00658,chr1,119487426,1
S00659,chr1,119487432,1
S00660,chr1,119488119,1
S00661,chr1,119488125,1
S00662,chr1,119488133,1
S00663,chr1,119502755,1
S00664,chr1,119502759,1
S00665,chr1,119502765,1
S00666,chr1,119502763,1
S00667,chr1,119502769,1
S00668,chr1,119502775,1
S00669,chr1,119502777,1
S00670,chr1,119837518,1
S00671,chr1,119837524,1
S00672,chr1,119899965,1
S00673,chr1,119913181,1
S00674,chr1,120019745,1
S00675,chr1,120019751,1
S00676,chr1,120019753,1
S00677,chr1,120019749,1
S00678,chr1,120019755,1
S00679,chr1,120019757,1
S00680,chr1,120019759,1
S00681,chr1,120019761,1
S00682,chr1,120121178,1
S00683,chr1,120121184,1
S00684,chr1,120358565,1
S00685,chr1,120358571,1
S00686,chr1,120358577,1
S00687,chr1,120358597,1
S00688,chr1,120358603,1
S00689,chr1,120358629,1
S00690,chr1,120358635,1
S00691,chr1,120473740,1
S00692,chr1,120473746,1
S00693,chr1,120473752,1
S00694,chr1,121327962,1
S00695,chr1,121328052,1
S00696,chr1,121328058,1
S00697,chr1,121369732,1
S00698,chr1,121369738,1
S00699,chr1,121369744,1
S00700,chr1,121369746,1
S00701,chr1,121431037,1
S00702,chr1,121431043,1
S00703,chr1,121567920,1
S00704,chr1,121735543,1
S00705,chr1,121735549,1
S00706,chr1,121798747,1
S00707,chr1,121798753,1
S00708,chr1,121798749,1
S00709,chr1,121798755,1
S00710,chr1,121798751,1
S00711,chr1,121798757,1
S00712,chr1,121798759,1
S00713,chr1,121798761,1
S00714,chr1,121798763,1
S00715,chr1,124548944,1
S00716,chr1,124548950,1
S00717,chr1,125368487,1
S00718,chr1,125368493,1
S00719,chr1,125391320,1
S00720,chr1,125391326,1
S00721,chr1,125435786,1
S00722,chr1,125435898,1
S00723,chr1,125435904,1
S00724,chr1,125435912,1
S00725,chr1,125614198,1
S00726,chr1,125614214,1
S00727,chr1,125614246,1
S00728,chr1,125614252,1
S00729,chr1,125614320,1
S00730,chr1,125840380,1
S00731,chr1,125840386,1
S00732,chr1,125904276,1
S00733,chr1,125904284,1
S00734,chr1,125904292,1
S00735,chr1,125904298,1
S00736,chr1,126012155,1
S00737,chr1,126335459,1
S00738,chr1,126335465,1
S00739,chr1,126335471,1
S00740,chr1,126568877,1
S00741,chr1,126706790,1
S00742,chr1,126706807,1
S00743,chr1,126729772,1
S00744,chr1,126729778,1
S00745,chr1,126729774,1
S00746,chr1,126729780,1
S00747,chr1,126729784,1
S00748,chr1,126729786,1
S00749,chr1,126729798,1
S00750,chr1,126953738,1
S00751,chr1,126953744,1
S00752,chr1,126953750,1
S00753,chr1,127197124,1
S00754,chr1,127197130,1
S00755,chr1,127197126,1
S00756,chr1,127197132,1
S00757,chr1,127197134,1
S00758,chr1,127258612,1
S00759,chr1,127258618,1
S00760,chr1,127507184,1
S00761,chr1,127507190,1
S00762,chr1,127774079,1
S00763,chr1,127774085,1
S00764,chr1,128359844,1
S00765,chr1,128592350,1
S00766,chr1,128592356,1
S00767,chr1,128799661,1
S00768,chr1,129035507,1
S00769,chr1,129537403,1
S00770,chr1,129537409,1
S00771,chr1,129537413,1
S00772,chr1,129537415,1
S00773,chr1,129537421,1
S00774,chr1,130422941,1
S00775,chr1,130422947,1
S00776,chr1,131555413,1
S00777,chr1,131555417,1
S00778,chr1,131555421,1
S00779,chr1,131555425,1
S00780,chr1,131555429,1
S00781,chr1,131555433,1
S00782,chr1,131555437,1
S00783,chr1,131613813,1
S00784,chr1,131613815,1
S00785,chr1,131613821,1
S00786,chr1,131658225,1
S00787,chr1,131658231,1
S00788,chr1,132212506,1
S00789,chr1,132212512,1
S00790,chr1,132684322,1
S00791,chr1,132684328,1
S00792,chr1,132684334,1
S00793,chr1,132851090,1
S00794,chr1,133131119,1
S00795,chr1,133131125,1
S00796,chr1,133146559,1
S00797,chr1,133152920,1
S00798,chr1,133152926,1
S00799,chr1,133152928,1
S00800,chr1,133152934,1
S00801,chr1,133210110,1
S00802,chr1,133361781,1
S00803,chr1,133841758,1
S00804,chr1,133841764,1
S00805,chr1,133841766,1
S00806,chr1,133841762,1
S00807,chr1,133841768,1
S00808,chr1,133841770,1
S00809,chr1,133841776,1
S00810,chr1,133860390,1
S00811,chr1,133885211,1
S00812,chr1,133885215,1
S00813,chr1,133906649,1
S00814,chr1,133906655,1
S00815,chr1,133979343,1
S00816,chr1,134027146,1
S00817,chr1,134043770,1
S00818,chr1,134043776,1
S00819,chr1,134043782,1
S00820,chr1,134043788,1
S00821,chr1,134327049,1
S00822,chr1,134329110,1
S00823,chr1,134329116,1
S00824,chr1,134494535,1
S00825,chr1,134494541,1
S00826,chr1,134494557,1
S00827,chr1,134494563,1
S00828,chr1,134550412,1
S00829,chr1,134550418,1
S00830,chr1,134721075,1
S00831,chr1,134721081,1
S00832,chr1,134955889,1
S00833,chr1,134955901,1
S00834,chr1,134962429,1
S00835,chr1,134962435,1
S00836,chr1,134962431,1
S00837,chr1,134962437,1
S00838,chr1,134962493,1
S00839,chr1,134962499,1
S00840,chr1,135043171,1
S00841,chr1,135043177,1
S00842,chr1,135043175,1
S00843,chr1,135043183,1
S00844,chr1,135104848,1
S00845,chr1,135217795,1
S00846,chr1,135363607,1
S00847,chr1,135363613,1
S00848,chr1,135430515,1
S00849,chr1,135430521,1
S00850,chr1,135585844,1
S00851,chr1,135758976,1
S00852,chr1,135758982,1
S00853,chr1,135779392,1
S00854,chr1,135779398,1
S00855,chr1,136415298,1
S00856,chr1,136415304,1
S00857,chr1,136569057,1
S00858,chr1,136569063,1
S00859,chr1,136569069,1
S00860,chr1,136624883,1
S00861,chr1,136624889,1
S00862,chr1,136624952,1
S00863,chr1,136624958,1
S00864,chr1,136675511,1
S00865,chr1,136675507,1
S00866,chr1,136675513,1
S00867,chr1,136675509,1
S00868,chr1,136675515,1
S00869,chr1,136675517,1
S00870,chr1,136675519,1
S00871,chr1,136781912,1
S00872,chr1,136800014,1
S00873,chr1,136800020,1
S00874,chr1,136800018,1
S00875,chr1,136800026,1
S00876,chr1,136800028,1
S00877,chr1,137051613,1
S00878,chr1,137051617,1
S00879,chr1,137051621,1
S00880,chr1,137051625,1
S00881,chr1,137051629,1
S00882,chr1,137051633,1
S00883,chr1,137051637,1
S00884,chr1,137051641,1
S00885,chr1,137051645,1
S00886,chr1,137051649,1
S00887,chr1,137129797,1
S00888,chr1,137129803,1
S00889,chr1,137191668,1
S00890,chr1,137191680,1
S00891,chr1,137191686,1
S00892,chr1,138513095,1
S00893,chr1,138513101,1
S00894,chr1,138598153,1
S00895,chr1,138598159,1
S00896,chr1,139112121,1
S00897,chr1,139112127,1
S00898,chr1,139112133,1
S00899,chr1,139112129,1
S00900,chr1,139112135,1
S00901,chr1,139379493,1
S00902,chr1,139422169,1
S00903,chr1,139422187,1
S00904,chr1,139422193,1
S00905,chr1,141318959,1
S00906,chr1,143491963,1
S00907,chr1,143491969,1
S00908,chr1,150393309,1
S00909,chr1,150393315,1
S00910,chr1,150484311,1
S00911,chr1,150484317,1
S00912,chr1,151311408,1
S00913,chr1,151311414,1
S00914,chr1,151755066,1
S00915,chr1,151755072,1
S00916,chr1,151845355,1
S00917,chr1,152275252,1
S00918,chr1,152549512,1
S00919,chr1,152570764,1
S00920,chr1,152675669,1
S00921,chr1,152675675,1
S00922,chr1,152989717,1
S00923,chr1,152989723,1
S00924,chr1,152989725,1
S00925,chr1,152989721,1
S00926,chr1,152989727,1
S00927,chr1,152989729,1
S00928,chr1,153071707,1
S00929,chr1,153071719,1
S00930,chr1,153071725,1
S00931,chr1,153071731,1
S00932,chr1,153175086,1
S00933,chr1,153271009,1
S00934,chr1,153386423,1
S00935,chr1,153386429,1
S00936,chr1,153414376,1
S00937,chr1,153446551,1
S00938,chr1,153446557,1
S00939,chr1,153446559,1
S00940,chr1,153446555,1
S00941,chr1,153446561,1
S00942,chr1,153446605,1
S00943,chr1,153446609,1
S00944,chr1,153446615,1
S00945,chr1,153446613,1
S00946,chr1,153736519,1
S00947,chr1,153736525,1
S00948,chr1,153895367,1
S00949,chr1,154217447,1
S00950,chr1,154217453,1
S00951,chr1,154643383,1
S00952,chr1,154643389,1
S00953,chr1,155547402,1
S00954,chr1,155547408,1
S00955,chr1,155547404,1
S00956,chr1,155547410,1
S00957,chr1,155770202,1
S00958,chr1,155770208,1
S00959,chr1,156012958,1
S00960,chr1,156012964,1
S00961,chr1,156036104,1
S00962,chr1,156036110,1
S00963,chr1,156046897,1
S00964,chr1,156421154,1
S00965,chr1,156421160,1
S00966,chr1,156457305,1
S00967,chr1,156457313,1
S00968,chr1,156982180,1
S00969,chr1,156982186,1
S00970,chr1,156982192,1
S00971,chr1,157077569,1
S00972,chr1,157077575,1
S00973,chr1,157077581,1
S00974,chr1,157077577,1
S00975,chr1,157077583,1
S00976,chr1,157077587,1
S00977,chr1,157077589,1
S00978,chr1,157077625,1
S00979,chr1,157077627,1
S00980,chr1,157077623,1
S00981,chr1,157077629,1
S00982,chr1,157077631,1
S00983,chr1,157077633,1
S00984,chr1,157077635,1
S00985,chr1,157077637,1
S00986,chr1,157077639,1
S00987,chr1,157077641,1
S00988,chr1,159231850,1
S00989,chr1,159231856,1
S00990,chr1,159231870,1
S00991,chr1,159231876,1
S00992,chr1,159395857,1
S00993,chr1,159395863,1
S00994,chr1,159635561,1
S00995,chr1,159635567,1
S00996,chr1,160194993,1
S00997,chr1,161251148,1
