Site_ID,Chr,Coordinate,Weight
S0073,chr1,43670059,1
S0074,chr1,43986831,1
S0075,chr1,44784189,1
S0076,chr1,44806295,1
S0077,chr1,44827454,1
S0078,chr1,45483674,1
S0079,chr1,45483684,1
S0080,chr1,47491689,1
S0081,chr1,50048031,1
S0082,chr1,53480849,1
S0083,chr1,53480859,1
S0084,chr1,54273096,1
S0085,chr1,55861327,1
S0086,chr1,58782500,1
S0087,chr1,58782510,1
S0088,chr1,62530709,1
S0089,chr1,63636387,1
S0090,chr1,69377687,1
S0091,chr1,70324884,1
S0092,chr1,73840120,1
S0093,chr1,76867430,1
S0094,chr1,87152073,1
S0095,chr1,87622141,1
S0096,chr1,87622151,1
S0097,chr1,90502414,1
S0098,chr1,90729643,1
S0099,chr1,99005062,1
S0100,chr1,100278044,1
S0101,chr1,101137006,1
S0102,chr1,105965990,1
S0103,chr1,108121553,1
S0104,chr1,110130472,1
S0105,chr1,110780789,1
S0106,chr1,110780799,1
S0107,chr1,113110364,1
S0108,chr1,114153682,1
S0109,chr1,114153692,1
S0110,chr1,145855736,1
S0111,chr1,156624521,1
S0112,chr1,156624531,1
S0113,chr1,157979225,1
S0114,chr1,157979235,1
S0115,chr1,160837675,1
S0116,chr1,161194088,1
S0117,chr1,161194091,1
S0118,chr1,164240289,1
S0119,chr1,166884481,1
S0120,chr1,167126517,1
S0121,chr1,167126527,1
S0122,chr1,173429666,1
S0123,chr1,173429676,1
S0124,chr1,174451614,1
S0125,chr1,174451624,1
S0126,chr1,179586440,1
S0127,chr1,179586450,1
S0128,chr1,179586482,1
S0129,chr1,184465913,1
S0130,chr1,200916354,1
S0131,chr1,203083650,1
S0132,chr1,204575802,1
S0133,chr1,206590662,1
S0134,chr1,206590672,1
S0135,chr1,207495467,1
S0136,chr1,208082296,1
S0137,chr1,210292679,1
S0138,chr1,212452671,1
S0139,chr1,214229982,1
S0140,chr1,214823370,1
S0141,chr1,216601328,1
S0142,chr1,218250699,1
S0143,chr1,219928233,1
S0144,chr1,220813153,1
S0145,chr1,222233982,1
S0146,chr1,222233992,1
S0147,chr1,227815645,1
S0148,chr1,227815701,1
S0149,chr1,227941920,1
S0150,chr1,228098329,1
S0151,chr1,228218123,1
S0152,chr1,228290370,1
S0153,chr1,231163841,1
S0154,chr1,234094707,1
S0155,chr1,234094717,1
S0156,chr1,234110375,1
S0157,chr1,234964039,1
S0158,chr1,234964049,1
S0159,chr1,235199610,1
S0160,chr1,235954740,1
S0161,chr1,237042045,1
S0162,chr1,238119251,1
S0163,chr1,239308903,1
S0164,chr1,240824443,1
S0165,chr1,248847686,1
S0166,chr1,248847696,1
S0167,chr1,248847720,1
S0168,chr10,789176,1
S0169,chr10,2619679,1
S0170,chr10,3132543,1
S0171,chr10,3781612,1
S0172,chr10,4149378,1
S0173,chr10,4316305,1
S0174,chr10,4316315,1
S0175,chr10,7526247,1
S0176,chr10,7526257,1
S0177,chr10,8043689,1
S0178,chr10,11280474,1
S0179,chr10,11280484,1
S0180,chr10,15146626,1
S0181,chr10,22622598,1
S0182,chr10,22622608,1
S0183,chr10,23173750,1
S0184,chr10,23173760,1
S0185,chr10,23192815,1
S0186,chr10,23192847,1
S0187,chr10,25934273,1
S0188,chr10,25935057,1
S0189,chr10,27252545,1
S0190,chr10,34119709,1
S0191,chr10,43090877,1
S0192,chr10,43312786,1
S0193,chr10,43420783,1
S0194,chr10,45520691,1
S0195,chr10,46541394,1
S0196,chr10,46541397,1
S0197,chr10,49228842,1
S0198,chr10,52871655,1
S0199,chr10,52871665,1
S0200,chr10,52871694,1
S0201,chr10,55631349,1
S0202,chr10,58937471,1
S0203,chr10,59604644,1
S0204,chr10,59880516,1
S0205,chr10,60102034,1
S0206,chr10,60102044,1
S0207,chr10,62818936,1
S0208,chr10,71396408,1
S0209,chr10,71703763,1
S0210,chr10,73769168,1
S0211,chr10,75401467,1
S0212,chr10,77817786,1
S0213,chr10,79382556,1
S0214,chr10,79382566,1
S0215,chr10,79390768,1
S0216,chr10,81108001,1
S0217,chr10,86348998,1
S0218,chr10,86363337,1
S0219,chr10,88583348,1
S0220,chr10,89854113,1
S0221,chr10,89854157,1
S0222,chr10,92688961,1
S0223,chr10,92688971,1
S0224,chr10,93062781,1
S0225,chr10,93071991,1
S0226,chr10,93072001,1
S0227,chr10,93072018,1
S0228,chr10,93221097,1
S0229,chr10,93221107,1
S0230,chr10,97000562,1
S0231,chr10,98402102,1
S0232,chr10,98402112,1
S0233,chr10,98423837,1
S0234,chr10,98423847,1
S0235,chr10,99523016,1
S0236,chr10,99523057,1
S0237,chr10,99536951,1
S0238,chr10,99536961,1
S0239,chr10,100715782,1
S0240,chr10,101228594,1
S0241,chr10,103660462,1
S0242,chr10,104315211,1
S0243,chr10,104315221,1
S0244,chr10,104640578,1
S0245,chr10,104640588,1
S0246,chr10,104642841,1
S0247,chr10,104642851,1
S0248,chr10,108911967,1
S0249,chr10,110388908,1
S0250,chr10,113734897,1
S0251,chr10,115093821,1
S0252,chr10,115093831,1
S0253,chr10,116273072,1
S0254,chr10,116627883,1
S0255,chr10,116690936,1
S0256,chr10,116690946,1
S0257,chr10,116837071,1
S0258,chr10,117553549,1
S0259,chr10,117553752,1
S0260,chr10,117553762,1
S0261,chr10,119252132,1
S0262,chr10,119617098,1
S0263,chr10,123140454,1
S0264,chr10,123140519,1
S0265,chr10,123140529,1
S0266,chr10,123148030,1
S0267,chr10,123148040,1
S0268,chr10,123584666,1
S0269,chr10,123666717,1
S0270,chr10,124590344,1
S0271,chr10,125775975,1
S0272,chr10,125849636,1
S0273,chr10,127196830,1
S0274,chr10,128158281,1
S0275,chr10,128158290,1
S0276,chr10,132359474,1
S0277,chr10,132405184,1
S0278,chr10,133476769,1
S0279,chr11,189830,1
S0280,chr11,850890,1
S0281,chr11,850900,1
S0282,chr11,1453712,1
S0283,chr11,1453808,1
S0284,chr11,1453818,1
S0285,chr11,1469983,1
S0286,chr11,1655631,1
S0287,chr11,1747841,1
S0288,chr11,1998530,1
S0289,chr11,2139285,1
S0290,chr11,2139334,1
S0291,chr11,2267140,1
S0292,chr11,2900821,1
S0293,chr11,14905575,1
S0294,chr11,17643256,1
S0295,chr11,17735996,1
S0296,chr11,26332058,1
S0297,chr11,32431293,1
S0298,chr11,32434681,1
S0299,chr11,36377466,1
S0300,chr11,45650325,1
S0301,chr11,61509398,1
S0302,chr11,61509408,1
S0303,chr11,61737306,1
S0304,chr11,63763296,1
S0305,chr11,64034597,1
S0306,chr11,64360237,1
S0307,chr11,64360247,1
S0308,chr11,65398716,1
S0309,chr11,65592409,1
S0310,chr11,65592419,1
S0311,chr11,66543941,1
S0312,chr11,66543951,1
S0313,chr11,66860745,1
S0314,chr11,67277080,1
S0315,chr11,67291985,1
S0316,chr11,67292026,1
S0317,chr11,70078546,1
S0318,chr11,70523021,1
S0319,chr11,70549148,1
S0320,chr11,72693802,1
S0321,chr11,78903338,1
S0322,chr11,79441106,1
S0323,chr11,79441116,1
S0324,chr11,99298140,1
S0325,chr11,102831544,1
S0326,chr11,102831554,1
S0327,chr11,107017657,1
S0328,chr11,111512787,1
S0329,chr11,117251687,1
S0330,chr11,117766632,1
S0331,chr11,118791266,1
S0332,chr11,120115814,1
S0333,chr11,120115824,1
S0334,chr11,120565154,1
S0335,chr11,123034006,1
S0336,chr11,126412094,1
S0337,chr11,126412104,1
S0338,chr11,130450260,1
S0339,chr11,130450270,1
S0340,chr11,131691700,1
S0341,chr11,131691710,1
S0342,chr11,131748353,1
S0343,chr11,133082908,1
S0344,chr11,133082918,1
S0345,chr11,133082928,1
S0346,chr12,203845,1
S0347,chr12,203876,1
S0348,chr12,203886,1
S0349,chr12,1434490,1
S0350,chr12,1434500,1
S0351,chr12,1922679,1
S0352,chr12,3132936,1
S0353,chr12,4269444,1
S0354,chr12,4269504,1
S0355,chr12,4909639,1
S0356,chr12,4909649,1
S0357,chr12,5841076,1
S0358,chr12,6620548,1
S0359,chr12,6652579,1
S0360,chr12,6652589,1
S0361,chr12,6652635,1
S0362,chr12,14117140,1
S0363,chr12,27970302,1
S0364,chr12,31252540,1
S0365,chr12,34376336,1
S0366,chr12,38053824,1
S0367,chr12,38053834,1
S0368,chr12,48924724,1
S0369,chr12,48924734,1
S0370,chr12,48980724,1
S0371,chr12,48980793,1
S0372,chr12,48981077,1
S0373,chr12,48996915,1
S0374,chr12,48996925,1
S0375,chr12,49089933,1
S0376,chr12,49336165,1
S0377,chr12,49336175,1
S0378,chr12,49549232,1
S0379,chr12,52258526,1
S0380,chr12,57196131,1
S0381,chr12,57225047,1
S0382,chr12,57627598,1
S0383,chr12,62914836,1
S0384,chr12,62914846,1
S0385,chr12,64145425,1
S0386,chr12,64145435,1
S0387,chr12,65121598,1
S0388,chr12,65121620,1
S0389,chr12,84912920,1
S0390,chr12,90954028,1
S0391,chr12,90954038,1
S0392,chr12,92182043,1
S0393,chr12,94149308,1
S0394,chr12,94149318,1
S0395,chr12,94199092,1
S0396,chr12,102950503,1
S0397,chr12,102950513,1
S0398,chr12,102965520,1
S0399,chr12,105455496,1
S0400,chr12,106236873,1
S0401,chr12,108240599,1
S0402,chr12,108517055,1
S0403,chr12,120131332,1
S0404,chr12,120738153,1
S0405,chr12,121453856,1
S0406,chr12,121453866,1
S0407,chr12,121823208,1
S0408,chr12,122731393,1
S0409,chr12,122752668,1
S0410,chr12,123388830,1
S0411,chr12,123388840,1
S0412,chr12,124034513,1
S0413,chr12,124369580,1
S0414,chr12,124395498,1
S0415,chr12,124420926,1
S0416,chr12,124445138,1
S0417,chr12,124856717,1
S0418,chr12,130753203,1
S0419,chr12,131787343,1
S0420,chr12,131840686,1
S0421,chr12,131985385,1
S0422,chr12,131985395,1
S0423,chr12,132015041,1
S0424,chr12,132268934,1
S0425,chr12,132268944,1
S0426,chr12,132358073,1
S0427,chr12,132392947,1
S0428,chr12,132392957,1
S0429,chr13,18643968,1
S0430,chr13,19154285,1
S0431,chr13,20999265,1
S0432,chr13,21259982,1
S0433,chr13,21878786,1
S0434,chr13,22926451,1
S0435,chr13,22926477,1
S0436,chr13,27171381,1
S0437,chr13,27476435,1
S0438,chr13,28819859,1
S0439,chr13,28819871,1
S0440,chr13,28819881,1
S0441,chr13,29517188,1
S0442,chr13,30408459,1
S0443,chr13,30408514,1
S0444,chr13,30789008,1
S0445,chr13,31352615,1
S0446,chr13,33127420,1
S0447,chr13,33490571,1
S0448,chr13,36509566,1
S0449,chr13,37305320,1
S0450,chr13,41428347,1
S0451,chr13,41675874,1
S0452,chr13,44877180,1
S0453,chr13,45194727,1
S0454,chr13,49220447,1
S0455,chr13,52195578,1
S0456,chr13,52195588,1
S0457,chr13,52847149,1
S0458,chr13,57633615,1
S0459,chr13,57633625,1
S0460,chr13,74024520,1
S0461,chr13,79043394,1
S0462,chr13,86567329,1
S0463,chr13,88000453,1
S0464,chr13,90234456,1
S0465,chr13,94270717,1
S0466,chr13,94800625,1
S0467,chr13,100396970,1
S0468,chr13,101453964,1
S0469,chr13,102394243,1
S0470,chr13,106159773,1
S0471,chr13,109783559,1
S0472,chr13,110525509,1
S0473,chr13,110677965,1
S0474,chr13,112062901,1
S0475,chr13,112062911,1
S0476,chr13,112062958,1
S0477,chr13,112859329,1
S0478,chr13,112859339,1
S0479,chr13,113090518,1
S0480,chr13,113405623,1
S0481,chr13,113405653,1
S0482,chr13,113457732,1
S0483,chr14,22471707,1
S0484,chr14,23352253,1
S0485,chr14,23576380,1
S0486,chr14,23635866,1
S0487,chr14,24310753,1
S0488,chr14,24316312,1
S0489,chr14,28774579,1
S0490,chr14,34060386,1
S0491,chr14,34060396,1
S0492,chr14,34552952,1
S0493,chr14,34552962,1
S0494,chr14,36506180,1
S0495,chr14,36647265,1
S0496,chr14,36647275,1
S0497,chr14,37597787,1
S0498,chr14,38211037,1
S0499,chr14,38211047,1
S0500,chr14,51094030,1
S0501,chr14,55440603,1
S0502,chr14,57527142,1
S0503,chr14,61280706,1
S0504,chr14,64774388,1
S0505,chr14,65281044,1
S0506,chr14,65281054,1
S0507,chr14,68564459,1
S0508,chr14,69259829,1
S0509,chr14,69261298,1
S0510,chr14,73634436,1
S0511,chr14,77276775,1
S0512,chr14,87888327,1
S0513,chr14,91316039,1
S0514,chr14,91316049,1
S0515,chr14,92362925,1
S0516,chr14,94355699,1
S0517,chr14,99175590,1
S0518,chr14,99188783,1
S0519,chr14,99188793,1
S0520,chr14,99188803,1
S0521,chr14,99509387,1
S0522,chr14,99563321,1
S0523,chr14,99563331,1
S0524,chr14,100827249,1
S0525,chr14,100827298,1
S0526,chr14,100827308,1
S0527,chr14,101635214,1
S0528,chr14,102507207,1
S0529,chr14,102507210,1
S0530,chr14,102910577,1
S0531,chr14,103189108,1
S0532,chr14,103510786,1
S0533,chr14,103727804,1
S0534,chr14,104164336,1
S0535,chr14,104752204,1
S0536,chr14,104752214,1
S0537,chr14,105012375,1
S0538,chr14,105377987,1
S0539,chr14,105415101,1
S0540,chr14,105440376,1
S0541,chr14,105449926,1
S0542,chr14,105449976,1
S0543,chr15,22148276,1
S0544,chr15,22148314,1
S0545,chr15,22148334,1
S0546,chr15,22221403,1
S0547,chr15,23896384,1
S0548,chr15,25783709,1
S0549,chr15,25783719,1
S0550,chr15,25934125,1
S0551,chr15,26971640,1
S0552,chr15,26971650,1
S0553,chr15,27238395,1
S0554,chr15,27238405,1
S0555,chr15,27808417,1
S0556,chr15,28098973,1
S0557,chr15,28191996,1
S0558,chr15,30905987,1
S0559,chr15,31247725,1
S0560,chr15,31366036,1
S0561,chr15,40442317,1
S0562,chr15,40768964,1
S0563,chr15,40768974,1
S0564,chr15,45315121,1
S0565,chr15,45315131,1
S0566,chr15,47717307,1
S0567,chr15,52784094,1
S0568,chr15,58381098,1
S0569,chr15,58381108,1
S0570,chr15,60340856,1
S0571,chr15,63461488,1
S0572,chr15,63461498,1
S0573,chr15,65395860,1
S0574,chr15,65395870,1
S0575,chr15,66238513,1
S0576,chr15,69035854,1
S0577,chr15,69035864,1
S0578,chr15,70064658,1
S0579,chr15,70433761,1
S0580,chr15,74817467,1
S0581,chr15,74956317,1
S0582,chr15,74956327,1
S0583,chr15,75752571,1
S0584,chr15,76625451,1
S0585,chr15,77419714,1
S0586,chr15,77419755,1
S0587,chr15,77419765,1
S0588,chr15,82647447,1
S0589,chr15,82680531,1
S0590,chr15,82680649,1
S0591,chr15,82680659,1
S0592,chr15,83654062,1
S0593,chr15,84658400,1
S0594,chr15,84862420,1
S0595,chr15,85103261,1
S0596,chr15,85103321,1
S0597,chr15,88838869,1
S0598,chr15,88939006,1
S0599,chr15,89399954,1
S0600,chr15,89400052,1
S0601,chr15,89400062,1
S0602,chr15,89407405,1
S0603,chr15,89496351,1
S0604,chr15,89496433,1
S0605,chr15,89496436,1
S0606,chr15,89648446,1
S0607,chr15,90295061,1
S0608,chr15,90859335,1
S0609,chr15,96352259,1
S0610,chr15,96354052,1
S0611,chr15,96354062,1
S0612,chr15,99105567,1
S0613,chr15,99105834,1
S0614,chr15,100703813,1
S0615,chr15,101320906,1
S0616,chr15,101320915,1
S0617,chr15,101320925,1
S0618,chr16,180389,1
S0619,chr16,547192,1
S0620,chr16,1095925,1
S0621,chr16,1350314,1
S0622,chr16,1350307,1
S0623,chr16,1350317,1
S0624,chr16,1507058,1
S0625,chr16,1507068,1
S0626,chr16,2005812,1
S0627,chr16,2243328,1
S0628,chr16,2243380,1
S0629,chr16,2243390,1
S0630,chr16,2285018,1
S0631,chr16,2798426,1
S0632,chr16,2967021,1
S0633,chr16,2967031,1
S0634,chr16,3089212,1
S0635,chr16,3183433,1
S0636,chr16,3790802,1
S0637,chr16,4695338,1
S0638,chr16,4884237,1
S0639,chr16,4884267,1
S0640,chr16,9013310,1
S0641,chr16,9013320,1
S0642,chr16,9013410,1
S0643,chr16,11255003,1
S0644,chr16,15718415,1
S0645,chr16,22056075,1
S0646,chr16,22056085,1
S0647,chr16,22813342,1
S0648,chr16,22813352,1
S0649,chr16,28554195,1
S0650,chr16,30000943,1
S0651,chr16,30000953,1
S0652,chr16,30085526,1
S0653,chr16,31130122,1
S0654,chr16,32066432,1
S0655,chr16,33803295,1
S0656,chr16,33816686,1
S0657,chr16,33816705,1
S0658,chr16,33816743,1
S0659,chr16,33816802,1
S0660,chr16,35022468,1
S0661,chr16,35492463,1
S0662,chr16,35734368,1
S0663,chr16,47144455,1
S0664,chr16,49282294,1
S0665,chr16,49282304,1
S0666,chr16,49282338,1
S0667,chr16,49855139,1
S0668,chr16,49855149,1
S0669,chr16,53692293,1
S0670,chr16,53692303,1
S0671,chr16,54932969,1
S0672,chr16,56648005,1
S0673,chr16,57663272,1
S0674,chr16,67326902,1
S0675,chr16,67326912,1
S0676,chr16,67326945,1
S0677,chr16,67843157,1
S0678,chr16,67980515,1
S0679,chr16,67980525,1
S0680,chr16,71441627,1
S0681,chr16,72429299,1
S0682,chr16,72859411,1
S0683,chr16,73730901,1
S0684,chr16,75114519,1
S0685,chr16,75237265,1
S0686,chr16,84982706,1
S0687,chr16,85187616,1
S0688,chr16,85187626,1
S0689,chr16,85550776,1
S0690,chr16,85553438,1
S0691,chr16,85787388,1
S0692,chr16,86568477,1
S0693,chr16,86568484,1
S0694,chr16,86568531,1
S0695,chr16,86568534,1
S0696,chr16,87704925,1
S0697,chr16,88404019,1
S0698,chr16,88416118,1
S0699,chr16,88445387,1
S0700,chr16,88479658,1
S0701,chr16,88494644,1
S0702,chr16,88611349,1
S0703,chr16,88655917,1
S0704,chr16,88655927,1
S0705,chr16,88655934,1
S0706,chr16,88655944,1
S0707,chr16,88720175,1
S0708,chr16,88720536,1
S0709,chr16,88720546,1
S0710,chr16,88723021,1
S0711,chr16,88723031,1
S0712,chr16,88936202,1
S0713,chr16,88991970,1
S0714,chr16,88991980,1
S0715,chr16,89246907,1
S0716,chr16,89637551,1
S0717,chr16,89697401,1
S0718,chr16,89697411,1
S0719,chr17,1165352,1
S0720,chr17,1725785,1
S0721,chr17,1907559,1
S0722,chr17,1907569,1
S0723,chr17,2724847,1
S0724,chr17,2724850,1
S0725,chr17,3025894,1
S0726,chr17,3386616,1
S0727,chr17,3386626,1
S0728,chr17,3386663,1
S0729,chr17,3678148,1
S0730,chr17,3678158,1
S0731,chr17,4540385,1
S0732,chr17,4595212,1
S0733,chr17,4895949,1
S0734,chr17,6713538,1
S0735,chr17,7589486,1
S0736,chr17,8534979,1
S0737,chr17,8888669,1
S0738,chr17,13115424,1
S0739,chr17,14211981,1
S0740,chr17,14295079,1
S0741,chr17,14295089,1
S0742,chr17,14295129,1
S0743,chr17,16584407,1
S0744,chr17,16584417,1
S0745,chr17,17172262,1
S0746,chr17,18378064,1
S0747,chr17,19577442,1
S0748,chr17,22217327,1
S0749,chr17,22454587,1
S0750,chr17,22454601,1
S0751,chr17,22694800,1
S0752,chr17,22694889,1
S0753,chr17,28381744,1
S0754,chr17,28381754,1
S0755,chr17,29113510,1
S0756,chr17,29613304,1
S0757,chr17,29613526,1
S0758,chr17,31533802,1
S0759,chr17,33522800,1
S0760,chr17,34626370,1
S0761,chr17,37362689,1
S0762,chr17,38510557,1
S0763,chr17,38747602,1
S0764,chr17,38915143,1
S0765,chr17,38915162,1
S0766,chr17,39194559,1
S0767,chr17,39225069,1
S0768,chr17,40863150,1
S0769,chr17,42670314,1
S0770,chr17,42670324,1
S0771,chr17,42670337,1
S0772,chr17,42670347,1
S0773,chr17,45783372,1
S0774,chr17,45783382,1
S0775,chr17,45848599,1
S0776,chr17,45895648,1
S0777,chr17,46841983,1
S0778,chr17,46841993,1
S0779,chr17,46851570,1
S0780,chr17,46851580,1
S0781,chr17,46977474,1
S0782,chr17,46977539,1
S0783,chr17,47847522,1
S0784,chr17,48028109,1
S0785,chr17,48028119,1
S0786,chr17,48037138,1
S0787,chr17,48111324,1
S0788,chr17,48471858,1
S0789,chr17,48471868,1
S0790,chr17,48550531,1
S0791,chr17,48550541,1
S0792,chr17,48642528,1
S0793,chr17,49575772,1
S0794,chr17,49575782,1
S0795,chr17,49575786,1
S0796,chr17,49575796,1
S0797,chr17,49860328,1
S0798,chr17,50353401,1
S0799,chr17,50472879,1
S0800,chr17,50549373,1
S0801,chr17,50549383,1
S0802,chr17,50596922,1
S0803,chr17,52158727,1
S0804,chr17,52158791,1
S0805,chr17,57885437,1
S0806,chr17,62690285,1
S0807,chr17,63436929,1
S0808,chr17,63700699,1
S0809,chr17,63700709,1
S0810,chr17,63946356,1
S0811,chr17,67834129,1
S0812,chr17,68634543,1
S0813,chr17,72030580,1
S0814,chr17,72345738,1
S0815,chr17,73196723,1
S0816,chr17,73261962,1
S0817,chr17,73643041,1
S0818,chr17,73643044,1
S0819,chr17,73645434,1
S0820,chr17,74351871,1
S0821,chr17,74351925,1
S0822,chr17,74357355,1
S0823,chr17,74357365,1
S0824,chr17,74919610,1
S0825,chr17,74919620,1
S0826,chr17,75003278,1
S0827,chr17,75136128,1
S0828,chr17,75588382,1
S0829,chr17,75594705,1
S0830,chr17,75615008,1
S0831,chr17,75615590,1
S0832,chr17,75915090,1
S0833,chr17,76140164,1
S0834,chr17,76140168,1
S0835,chr17,76453310,1
S0836,chr17,76453320,1
S0837,chr17,76708141,1
S0838,chr17,76713434,1
S0839,chr17,77036940,1
S0840,chr17,77147079,1
S0841,chr17,77147089,1
S0842,chr17,77374580,1
S0843,chr17,77400767,1
S0844,chr17,78268190,1
S0845,chr17,78502046,1
S0846,chr17,78505307,1
S0847,chr17,79183373,1
S0848,chr17,79234052,1
S0849,chr17,79840593,1
S0850,chr17,79840634,1
S0851,chr17,80478190,1
S0852,chr17,80484828,1
S0853,chr17,80771484,1
S0854,chr17,80846394,1
S0855,chr17,80924056,1
S0856,chr17,80959038,1
S0857,chr17,80965065,1
S0858,chr17,81101078,1
S0859,chr17,81119983,1
S0860,chr17,81119993,1
S0861,chr17,81193005,1
S0862,chr17,81409559,1
S0863,chr17,81668028,1
S0864,chr17,81689712,1
S0865,chr17,81701578,1
S0866,chr17,81904555,1
S0867,chr17,82000298,1
S0868,chr17,82000308,1
S0869,chr17,82080859,1
S0870,chr17,82490733,1
S0871,chr18,515310,1
S0872,chr18,580342,1
S0873,chr18,580352,1
S0874,chr18,5237804,1
S0875,chr18,5890716,1
S0876,chr18,6920194,1
S0877,chr18,10346976,1
S0878,chr18,12093612,1
S0879,chr18,13796728,1
S0880,chr18,24234533,1
S0881,chr18,26458129,1
S0882,chr18,33440279,1
S0883,chr18,35123063,1
S0884,chr18,37394074,1
S0885,chr18,37394138,1
S0886,chr18,37553910,1
S0887,chr18,47247494,1
S0888,chr18,47247504,1
S0889,chr18,47247539,1
S0890,chr18,47263517,1
S0891,chr18,47776157,1
S0892,chr18,48888241,1
S0893,chr18,49864163,1
S0894,chr18,49864173,1
S0895,chr18,50454789,1
S0896,chr18,57121905,1
S0897,chr18,62587404,1
S0898,chr18,65206742,1
S0899,chr18,67516101,1
S0900,chr18,70207402,1
S0901,chr18,72544446,1
S0902,chr18,72544456,1
S0903,chr18,77900285,1
S0904,chr18,77900325,1
S0905,chr18,78659887,1
S0906,chr18,79797859,1
S0907,chr18,79797869,1
S0908,chr18,79933980,1
S0909,chr18,79963226,1
S0910,chr18,80159806,1
S0911,chr18,80159862,1
S0912,chr18,80159872,1
S0913,chr18,80200428,1
S0914,chr19,864034,1
S0915,chr19,1011681,1
S0916,chr19,1070779,1
S0917,chr19,1070789,1
S0918,chr19,1132001,1
S0919,chr19,1220842,1
S0920,chr19,1220880,1
S0921,chr19,1401583,1
S0922,chr19,1401593,1
S0923,chr19,1423175,1
S0924,chr19,1423185,1
S0925,chr19,1602227,1
S0926,chr19,2123712,1
S0927,chr19,2123722,1
S0928,chr19,2425468,1
S0929,chr19,2425478,1
S0930,chr19,2435140,1
S0931,chr19,2444067,1
S0932,chr19,2767411,1
S0933,chr19,3339862,1
S0934,chr19,3339872,1
S0935,chr19,3491723,1
S0936,chr19,3491784,1
S0937,chr19,3491794,1
S0938,chr19,3494770,1
S0939,chr19,3821384,1
S0940,chr19,3821394,1
S0941,chr19,4058587,1
S0942,chr19,4538049,1
S0943,chr19,4538059,1
S0944,chr19,5746093,1
S0945,chr19,6214058,1
S0946,chr19,6710680,1
S0947,chr19,7150479,1
S0948,chr19,7188179,1
S0949,chr19,7682237,1
S0950,chr19,7682247,1
S0951,chr19,7979240,1
S0952,chr19,8146103,1
S0953,chr19,8146113,1
S0954,chr19,10287906,1
S0955,chr19,10294483,1
S0956,chr19,10294493,1
S0957,chr19,10295389,1
S0958,chr19,10514331,1
S0959,chr19,10514341,1
S0960,chr19,10712235,1
S0961,chr19,10712245,1
S0962,chr19,12495461,1
S0963,chr19,12769909,1
S0964,chr19,12885647,1
S0965,chr19,13888373,1
S0966,chr19,14106972,1
S0967,chr19,15453338,1
S0968,chr19,15453348,1
S0969,chr19,16890292,1
S0970,chr19,17319609,1
S0971,chr19,17319619,1
S0972,chr19,18147043,1
S0973,chr19,18307439,1
S0974,chr19,18309470,1
S0975,chr19,18309480,1
S0976,chr19,18895623,1
S0977,chr19,27806674,1
S0978,chr19,27806684,1
S0979,chr19,28012543,1
S0980,chr19,28943853,1
S0981,chr19,30719724,1
S0982,chr19,32719707,1
S0983,chr19,33398293,1
S0984,chr19,35141547,1
S0985,chr19,35994277,1
S0986,chr19,36916462,1
S0987,chr19,36916472,1
S0988,chr19,36916498,1
S0989,chr19,36973400,1
S0990,chr19,36973499,1
S0991,chr19,39498015,1
S0992,chr19,39498025,1
S0993,chr19,40218002,1
S0994,chr19,40513289,1
S0995,chr19,40513299,1
S0996,chr19,41931389,1
S0997,chr19,43699834,1
S0998,chr19,45270166,1
