Site_ID,Chr,Coordinate,Weight
S173,chr7,130440712,0.378716214
S174,chr19,49423019,0.303565965
S175,chr3,195443851,0.119511769
S176,chr7,121396675,0.336713957
S177,chr6,29355553,0.086897539
S178,chr19,5784173,0.003142044
S179,chr2,227871419,0.251930765
S180,chr8,42540975,0.140373287
S181,chr8,119639412,0.050383781
S182,chr3,152267644,0.087120888
S183,chr2,27051441,3.067470269
S184,chr8,12951505,0.066922165
S185,chr20,58839905,0.030798249
S186,chr16,3443997,0.122182935
S187,chr8,30384145,0.168603536
S188,chr17,6557252,0.000900283
S189,chr11,102347627,0.136027886
S190,chr18,23690590,0.053377439
S191,chr1,32221966,0.035824163
S192,chr6,143060538,0.241642003
S193,chr1,201955444,0.078482669
S194,chr19,12881423,0.468757862
S195,chr6,128520827,0.119627233
S196,chr7,100436787,0.382897521
S197,chr14,57494258,0.043744933
S198,chr16,22001244,0.730702811
S199,chr6,136793375,0.108169109
S200,chr19,48836532,0.009486551
S201,chr3,47579637,0.036324808
S202,chr14,93331963,0.006495541
S203,chr6,31112752,0.017495382
S204,chr1,156592155,0.196860712
S205,chr8,47737949,2.551903028
S206,chr4,46994247,0.012966376
S207,chr9,134327229,1.719195146
S208,chr17,75980008,0.282563693
S209,chr5,171420247,0.066439934
S210,chr11,75429636,0.167493846
S211,chr12,6567992,0.096067716
S212,chr4,81204871,0.3462842
S213,chr16,726458,0.153803786
S214,chr3,100260581,5.94e-06
S215,chr11,89491631,0.001985558
S216,chr2,120792290,0.115572976
S217,chr21,38661968,0.000157189
S218,chr22,50529914,0.137315506
S219,chr10,44960052,0.569717328
S220,chr15,91852606,0.645058713
S221,chr7,43729450,0.094843228
S222,chr18,45724114,0.065957735
S223,chr16,68737041,0.156624167
S224,chr17,54900408,0.057992142
S225,chr20,25585746,0.146830197
S226,chr4,118033231,0.022992725
S227,chr4,3463277,0.066620539
S228,chr1,150293891,0.264553633
S229,chr6,31730449,0.037915414
S230,chr7,94657643,0.089986969
S231,chr10,73642562,0.121873904
S232,chr3,51974522,0.37048069
S233,chr22,23751639,0.356369685
S234,chr12,75209621,0.554265536
S235,chr8,123274871,0.478583455
S236,chr1,47415584,0.201888482
S237,chr3,47513986,0.315009523
S238,chr3,53046666,0.590929745
S239,chr1,42766957,0.055931441
S240,chr1,36100255,0.069773889
S241,chr22,39244830,0.47038013
S242,chr2,60756282,0.754588838
S243,chr15,45252137,0.019259662
S244,chr10,125824621,0.149635977
S245,chr1,31619363,0.098912421
S246,chr17,4739352,0.122668557
S247,chr1,95118080,0.005027927
S248,chr5,139390730,0.286095083
S249,chr11,73950875,0.021362462
S250,chr16,84145726,0.103539266
S251,chr12,30696180,0.452037396
S252,chr9,5450936,0.104549906
S253,chr17,82274220,0.88692879
S254,chr22,37675670,0.241884461
S255,chr1,1232656,0.62850032
S256,chr16,66830505,0.120248941
S257,chr11,44065873,0.052478619
S258,chr22,21736197,0.028008213
S259,chr4,94452151,0.164360384
S260,chr3,47513610,0.389841338
S261,chr7,73434151,0.744776072
S262,chr15,78131222,0.116737935
S263,chr2,233031409,0.094275521
S264,chr15,80778510,0.14446198
S265,chr3,115623486,0.003601976
S266,chr4,82799087,0.216873362
S267,chr16,84700408,0.387628988
S268,chr11,119317435,0.119679089
S269,chr1,23531543,0.166397828
S270,chr8,25459055,0.045368222
S271,chr11,47352657,0.054401836
S272,chr2,113059466,0.195972049
S273,chr19,19516005,0.123872644
S274,chr17,48578650,0.150206847
S275,chr15,72319784,0.205911023
S276,chr1,200873301,0.135875207
S277,chr5,55994918,0.002510616
S278,chr19,38336738,0.027954025
S279,chr7,95596208,0.133887348
S280,chr19,55947868,0.122000415
S281,chr5,134874094,0.214854921
S282,chr8,85438049,0.057604916
S283,chr15,22980370,0.047520857
S284,chr20,609599,0.009556913
S285,chr19,58353480,0.020951084
S286,chr3,184361384,0.00136474
S287,chr11,43880857,0.161364515
S288,chr7,2313767,0.008321411
S289,chr6,18122488,1.718507337
S290,chr2,101001799,0.160173786
S291,chr1,68047094,0.078584998
S292,chr7,139340407,0.114374788
S293,chr16,81238676,0.385598354
S294,chr4,87006554,0.999917662
S295,chr22,39152126,0.118914538
S296,chr3,33097135,0.17318824
S297,chr6,3228131,0.128377865
S298,chr20,47356852,0.600765489
S299,chr1,46667924,0.359681997
S300,chr5,115545099,0.266499641
S301,chr14,87993522,0.243414212
S302,chr8,27491423,0.00950238
S303,chr20,157236,0.187704497
S304,chr11,6656912,0.000792206
S305,chr13,33818732,0.372917726
S306,chr3,156673905,0.152852459
S307,chr1,206507825,0.001508834
S308,chr9,2838508,0.057512039
S309,chr11,64339060,0.339639763
S310,chr20,38805909,0.087006506
S311,chr15,90883437,0.129936396
S312,chr20,16729669,0.307424926
S313,chr8,96493640,0.279922439
S314,chr11,114058442,0.057744615
S315,chr4,157220784,0.179969129
S316,chr5,58460975,0.224446911
S317,chr22,20021540,0.002315093
S318,chr3,38265181,0.028135965
S319,chr11,32583638,1.50223047
S320,chr8,22156486,0.176029721
S321,chr3,122515287,0.004461622
S322,chr2,11670239,0.120291759
S323,chr12,56636329,1.392021375
S324,chr16,58129910,0.304478062
S325,chr3,9362914,0.019974651
S326,chr17,44390360,0.216624999
S327,chr17,48615172,0.030298685
S328,chr16,23678481,0.192765894
S329,chr19,4769648,0.283314043
S330,chr1,224114472,0.361822974
S331,chr8,22130348,0.296285378
S332,chr17,13017996,0.043863368
S333,chr12,106955315,0.959651842
S334,chr1,35573558,0.126025756
S335,chr22,46053581,0.166268862
S336,chr22,43110015,0.127052431
S337,chr19,55117995,0.159361013
S338,chr3,47476329,0.506521375
S339,chr6,152637354,0.040743067
S340,chr11,134225758,0.144822054
S341,chr6,38702661,0.549029142
S342,chr19,16325311,0.358161798
S343,chr6,157822801,0.254089345
S344,chr16,22001083,0.466528425
S345,chr19,49155656,0.035326263
S346,chr5,176365877,0.055768503
S347,chr15,83285477,0.087286864
S348,chr1,223393367,0.138635766
S349,chr7,88759689,0.211230721
S350,chr19,7381415,0.092440884
S351,chr4,82890995,0.261275244
S352,chr15,41513670,0.064596615
S353,chr21,32413126,0.869124446
