Enzyme(s),Experimental_size_range,Theoretical_size_range,Score,%_max_Score,NF/1000,Cost_Reduction_Factor,Enrichment_Value,Robustness,C_Score|C_NF/1000,Number_of_sites
(Bse1I OR BseNI OR BsrI) AND (BshFI OR BsuRI OR HaeIII),297_457,140_300,377.0,26.02,2912.032,12.48,3.88785479287582,0.940096195575542,0.25|0.2,377
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BccI),277_397,120_240,393.0,27.12,3035.742,11.97,3.88787230883170,0.942654126646609,0.25|0.2,393
(Hpy188I) AND (MaeIII),297_417,140_260,455.0,31.4,3514.86,10.34,3.88789663470774,0.947263411554131,0.25|0.2,455
(BplI) AND (Hpy188I),297_477,140_320,368.0,25.4,2843.849,12.78,3.88805871423943,0.960743233521125,0.25|0.2,368
(BbvI OR BseXI OR Lsp1109I) AND (BpmI OR GsuI),257_597,100_440,363.0,25.05,2805.892,12.95,3.88816432579496,0.982357292117905,0.25|0.2,363
(Hpy188I) AND (Tsp45I),297_417,140_260,374.0,25.81,2893.001,12.56,3.88847698156655,0.947340113319482,0.25|0.2,374
(Eam1105I) AND (Hpy188I),297_497,140_340,376.0,25.95,2908.484,12.49,3.88847883409522,0.966314926594641,0.25|0.2,376
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BspCNI),277_457,120_300,369.0,25.47,2855.175,12.73,3.88860636610937,0.960043235161550,0.25|0.2,369
(BseMII) AND (Tsp45I),277_417,120_260,429.0,29.61,3319.469,10.95,3.88861132500915,0.944150937189493,0.25|0.2,429
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Hpy188I),297_397,140_240,390.0,26.92,3018.295,12.04,3.88869707725703,0.947105814034949,0.25|0.2,390
(AlwNI OR CaiI OR PstNI) AND (BspCNI),277_437,120_280,363.0,25.05,2810.159,12.93,3.88882426813198,0.966280288156254,0.25|0.2,363
(BseMII) AND (PvuII),277_457,120_300,381.0,26.29,2949.904,12.32,3.88888290709961,0.968365434413936,0.25|0.2,381
(AlwNI OR CaiI OR PstNI) AND (BseMII),277_457,120_300,394.0,27.19,3050.979,11.91,3.88894299656232,0.960799437099380,0.25|0.2,394
(HphI) AND (BfmI OR BstSFI OR SfcI),297_577,140_420,368.0,25.4,2851.148,12.75,3.88917194297654,0.975006541047352,0.25|0.2,368
(BbsI OR BpiI) AND (BstDEI OR DdeI OR HpyF3I),277_357,120_200,369.0,25.47,2859.29,12.71,3.88923183922083,0.946001515287958,0.25|0.2,369
(BseMII) AND (BtsI),257_417,100_260,407.0,28.09,3154.731,11.52,3.88936792418179,0.971101773744187,0.25|0.2,407
(BmrI OR BmuI) AND (MlyI OR SchI),277_957,120_800,395.0,27.26,3063.914,11.86,3.88967947543541,0.974610450134159,0.25|0.2,395
(BfmI OR BstSFI OR SfcI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),277_657,120_500,366.0,25.26,2839.223,12.8,3.88971841909553,0.971373879093598,0.25|0.2,366
(AanI OR PsiI) AND (Bsp1286I OR SduI),277_797,120_640,377.0,26.02,2927.028,12.42,3.89008552671633,0.962187849602670,0.25|0.2,377
(BseGI OR BtsCI) AND (BseMII),257_357,100_200,415.0,28.64,3223.005,11.28,3.89021288254232,0.925373757263684,0.25|0.2,415
(Bsp1286I OR SduI) AND (BspHI OR CciI OR PagI),277_917,120_760,373.0,25.74,2897.551,12.54,3.89032225694210,0.973904579569479,0.25|0.2,373
(BglII) AND (BspCNI),277_457,120_300,375.0,25.88,2913.101,12.47,3.89032427456636,0.959598712518178,0.25|0.2,375
(FalI) AND (Hpy188I),297_477,140_320,375.0,25.88,2914.511,12.47,3.89053443105291,0.956903125066765,0.25|0.2,375
(BspCNI) AND (BtsI),277_437,120_280,373.0,25.74,2899.008,12.54,3.89054058201166,0.960745946467254,0.25|0.2,373
(BseMII) AND (BsgI),277_457,120_300,398.0,27.47,3093.735,11.75,3.89060003852864,0.948974431103668,0.25|0.2,398
(BsaJI OR BseDI) AND (BstYI OR PsuI),297_537,140_380,424.0,29.26,3297.784,11.02,3.89085634999771,0.959809595196581,0.25|0.2,424
(BfmI OR BstSFI OR SfcI) AND (MlyI OR SchI),277_577,120_420,363.0,25.05,2824.335,12.87,3.89100958293244,0.980543711300191,0.25|0.2,363
(BglII) AND (Hpy188I),297_477,140_320,366.0,25.26,2848.003,12.76,3.89105935704329,0.962141982786971,0.25|0.2,366
(BseMII) AND (BshFI OR BsuRI OR HaeIII),277_397,120_240,453.0,31.26,3525.017,10.31,3.89106301377938,0.939012730046454,0.25|0.2,453
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (BspCNI),277_457,120_300,371.0,25.6,2888.741,12.58,3.89133469581061,0.965341531586317,0.25|0.2,371
(AhlI OR BcuI OR SpeI) AND (HphI),257_917,100_760,366.0,25.26,2850.111,12.75,3.89138068891191,0.984378788370492,0.25|0.2,366
(BpuEI) AND (Bsp1286I OR SduI),277_757,120_600,376.0,25.95,2928.724,12.41,3.89149060120774,0.974941222023132,0.25|0.2,376
(BbvI OR BseXI OR Lsp1109I) AND (PvuII),257_997,100_840,366.0,25.26,2850.873,12.75,3.89149678550056,0.986103941758416,0.25|0.2,366
(BanII OR Eco24I) AND (Hpy188I),297_497,140_340,437.0,30.16,3404.967,10.67,3.89163147023658,0.958564489876709,0.25|0.2,437
(BspHI OR CciI OR PagI) AND (Hpy188I),297_477,140_320,378.0,26.09,2945.344,12.34,3.89164422545807,0.953170202512648,0.25|0.2,378
(BanII OR Eco24I) AND (BspCNI),277_457,120_300,410.0,28.3,3194.756,11.38,3.89165383773082,0.973674284394307,0.25|0.2,410
(BbsI OR BpiI) AND (BspCNI),257_397,100_240,390.0,26.92,3040.451,11.95,3.89187340167562,0.970550411603865,0.25|0.2,390
(BmcAI OR ScaI OR ZrmI) AND (BseMII),277_457,120_300,371.0,25.6,2892.912,12.56,3.89196131335348,0.958230183113270,0.25|0.2,371
(BpmI OR GsuI) AND (MlyI OR SchI),237_617,80_460,371.0,25.6,2893.742,12.56,3.89208589810399,0.977411780932517,0.25|0.2,371
(BseMII) AND (BstXI),277_457,120_300,386.0,26.64,3012.695,12.06,3.89236786200932,0.952135849933147,0.25|0.2,386
(BsiSI OR MspI) AND (BtsIMutI),277_537,120_380,427.0,29.47,3333.158,10.9,3.89242802576475,0.967805782439218,0.25|0.2,427
(BciVI OR BfuI) AND (Bsp1286I OR SduI),277_897,120_740,365.0,25.19,2849.331,12.75,3.89245003866982,0.968664425071375,0.25|0.2,365
(Hpy188I) AND (MfeI OR MunI),297_477,140_320,363.0,25.05,2834.528,12.82,3.89257412635453,0.957972025804375,0.25|0.2,363
(HphI) AND (BmtI OR BspOI),257_957,100_800,373.0,25.74,2913.045,12.48,3.89263836174474,0.981922582228963,0.25|0.2,373
(BaeGI OR BseSI) AND (BseMII),277_437,120_280,387.0,26.71,3022.386,12.02,3.89263896386720,0.974923364496981,0.25|0.2,387
(BclI OR FbaI OR Ksp22I) AND (BspCNI),277_457,120_300,373.0,25.74,2913.602,12.47,3.89272139475743,0.956475888489580,0.25|0.2,373
(BmcAI OR ScaI OR ZrmI) AND (Hpy188I),297_477,140_320,367.0,25.33,2866.772,12.68,3.89272708977589,0.949996093445731,0.25|0.2,367
(BspCNI) AND (PasI),277_457,120_300,363.0,25.05,2837.052,12.81,3.89296067096633,0.949353759270893,0.25|0.2,363
(HphI) AND (Eam1104I),257_557,100_400,374.0,25.81,2923.344,12.43,3.89300832109790,0.977086488083254,0.25|0.2,374
(BsgI) AND (BspCNI),277_457,120_300,394.0,27.19,3080.256,11.8,3.89309059037850,0.952479692106656,0.25|0.2,394
(BstENI OR EcoNI OR XagI) AND (Hpy188I),297_477,140_320,374.0,25.81,2923.967,12.43,3.89310086464937,0.961025070747181,0.25|0.2,374
(HphI) AND (PvuII),317_977,160_820,363.0,25.05,2838.032,12.8,3.89311066296521,0.983372640596644,0.25|0.2,363
(BshFI OR BsuRI OR HaeIII) AND (MlyI OR SchI),257_397,100_240,363.0,25.05,2838.071,12.8,3.89311663096290,0.975629639040623,0.25|0.2,363
(AlwI OR BspPI) AND (BspCNI),277_437,120_280,439.0,30.3,3432.653,10.59,3.89316538344522,0.941910952395769,0.25|0.2,439
(BshFI OR BsuRI OR HaeIII) AND (SmlI OR SmoI),297_697,140_540,475.0,32.78,3714.564,9.78,3.89321423579168,0.972820180232938,0.25|0.2,475
(Hpy188I) AND (XcmI),297_477,140_320,375.0,25.88,2933.078,12.39,3.89329234469680,0.954119646032560,0.25|0.2,375
(BauI OR BssSI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,390.0,26.92,3051.409,11.91,3.89343581580383,0.945894904779451,0.25|0.2,390
(AcuI OR Eco57I) AND (Hpy188I),297_477,140_320,401.0,27.67,3138.161,11.58,3.89353084821708,0.964320392159064,0.25|0.2,401
(BspCNI) AND (MfeI OR MunI),277_457,120_300,368.0,25.4,2881.256,12.61,3.89373402844691,0.965051642299080,0.25|0.2,368
(BbvI OR BseXI OR Lsp1109I) AND (BsaJI OR BseDI),337_577,180_420,368.0,25.4,2881.717,12.61,3.89380350986095,0.975209670783388,0.25|0.2,368
(Hpy188I) AND (XbaI),297_477,140_320,372.0,25.67,2913.177,12.47,3.89382393258923,0.954584740180754,0.25|0.2,372
(HphI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),317_657,160_500,368.0,25.4,2881.88,12.61,3.89382807438223,0.971636295749869,0.25|0.2,368
(BpmI OR GsuI) AND (BseRI),237_1057,80_900,365.0,25.19,2861.645,12.7,3.89432289211484,0.975795535769281,0.25|0.2,365
(AlwNI OR CaiI OR PstNI) AND (BbvI OR BseXI OR Lsp1109I),257_777,100_620,364.0,25.12,2854.598,12.73,3.89444357353027,0.969867780915877,0.25|0.2,364
(BaeGI OR BseSI) AND (BspCNI),277_437,120_280,385.0,26.57,3021.085,12.03,3.89470221506688,0.965465473193484,0.25|0.2,385
(BseMII) AND (PstI),257_417,100_260,384.0,26.5,3013.766,12.06,3.89477830468144,0.960455700393462,0.25|0.2,384
(BanII OR Eco24I) AND (BpmI OR GsuI),217_1077,60_920,365.0,25.19,2865.952,12.68,3.89497604794480,0.975027527575343,0.25|0.2,365
(Hpy188I) AND (TaqI),297_477,140_320,388.0,26.78,3047.054,11.93,3.89504842527901,0.965808593125213,0.25|0.2,388
(AlwI OR BspPI) AND (TaqI),217_997,60_840,369.0,25.47,2898.687,12.54,3.89517495664276,0.985659296749073,0.25|0.2,369
(Hpy188I) AND (PvuII),297_477,140_320,377.0,26.02,2962.0,12.27,3.89524370397940,0.963906723466116,0.25|0.2,377
(BpuEI) AND (BsaJI OR BseDI),297_557,140_400,401.0,27.67,3152.502,11.53,3.89551099814871,0.968229891739030,0.25|0.2,401
(Hpy188I) AND (PpuMI OR Psp5II),297_477,140_320,385.0,26.57,3028.249,12.0,3.89573085297077,0.953718110077585,0.25|0.2,385
(BsmI OR Mva1269I) AND (Bsp1286I OR SduI),277_937,120_780,389.0,26.85,3059.811,11.88,3.89574500025651,0.972086326334823,0.25|0.2,389
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (Hpy188I),297_477,140_320,364.0,25.12,2863.366,12.69,3.89577548013266,0.955151081157538,0.25|0.2,364
(BshFI OR BsuRI OR HaeIII) AND (SspI),297_697,140_540,448.0,30.92,3524.94,10.31,3.89587371501986,0.972610118641044,0.25|0.2,448
(HphI) AND (BspCNI),277_397,120_240,405.0,27.95,3187.023,11.4,3.89593017447213,0.944250754241755,0.25|0.2,405
(BshFI OR BsuRI OR HaeIII) AND (Tsp45I),297_497,140_340,379.0,26.16,2982.813,12.18,3.89598681724120,0.962577898281760,0.25|0.2,379
(BpuEI) AND (Hpy188I),297_477,140_320,405.0,27.95,3188.085,11.4,3.89607486872485,0.943308051349079,0.25|0.2,405
(BstXI) AND (Hpy188I),377_677,220_520,363.0,25.05,2857.871,12.72,3.89613599646133,0.951447570052923,0.25|0.2,363
(HphI) AND (Sfr274I),237_957,80_800,368.0,25.4,2897.465,12.54,3.89617037992288,0.975879744591528,0.25|0.2,368
(BbvI OR BseXI OR Lsp1109I) AND (Eco147I OR PceI OR SseBI OR StuI),257_1017,100_860,378.0,26.09,2976.999,12.21,3.89628688892621,0.989633930826397,0.25|0.2,378
(BspCNI) AND (Tsp45I),277_397,120_240,379.0,26.16,2984.96,12.17,3.89629930576677,0.946727438676400,0.25|0.2,379
(HphI) AND (PflFI OR PsyI OR Tth111I),257_957,100_800,375.0,25.88,2954.375,12.3,3.89643435191927,0.977636482724483,0.25|0.2,375
(BbvI OR BseXI OR Lsp1109I) AND (FokI),297_517,140_360,381.0,26.29,3003.786,12.1,3.89674401313264,0.938101697346388,0.25|0.2,381
(HphI) AND (BspQI OR LguI OR SapI),257_957,100_800,381.0,26.29,3004.167,12.1,3.89679909552022,0.977829423582648,0.25|0.2,381
(BsaJI OR BseDI) AND (MlyI OR SchI),237_337,80_180,364.0,25.12,2870.598,12.66,3.89687099428606,0.922501022083325,0.25|0.2,364
(BsaJI OR BseDI) AND (Bsp1286I OR SduI),257_377,100_220,369.0,25.47,2911.472,12.48,3.89708625163928,0.952008513356862,0.25|0.2,369
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (MaeIII),277_397,120_240,439.0,30.3,3464.104,10.49,3.89712640177181,0.908590660405971,0.25|0.2,439
(Bsp1407I OR BsrGI) AND (Hpy188I),297_477,140_320,371.0,25.6,2927.649,12.41,3.89714509770958,0.953990792915505,0.25|0.2,371
(HphI) AND (BseMII),277_397,120_240,404.0,27.88,3188.243,11.4,3.89717004972678,0.935219290519884,0.25|0.2,404
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (DraI),277_437,120_280,363.0,25.05,2865.646,12.68,3.89731591491839,0.953188601195486,0.25|0.2,363
(PstI) AND (Hpy188I),297_477,140_320,373.0,25.74,2944.814,12.34,3.89734903732304,0.951865111621973,0.25|0.2,373
(BseMII) AND (FauNDI OR NdeI),277_457,120_300,386.0,26.64,3048.433,11.92,3.89748934964762,0.950214574360379,0.25|0.2,386
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (DraI),277_437,120_280,363.0,25.05,2866.881,12.68,3.89750304136139,0.953379443250895,0.25|0.2,363
(BsaXI) AND (Hpy188I),297_477,140_320,382.0,26.36,3017.015,12.05,3.89751410649465,0.958905234353639,0.25|0.2,382
(Bsp1286I OR SduI) AND (FauNDI OR NdeI),277_1037,120_880,386.0,26.64,3048.889,11.92,3.89755430875069,0.971310670007933,0.25|0.2,386
(AlwI OR BspPI) AND (Bpu10I),217_977,60_820,364.0,25.12,2875.687,12.64,3.89764023047822,0.979803038815020,0.25|0.2,364
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (SspI),277_617,120_460,509.0,35.13,4025.286,9.03,3.89807896045636,0.965216909898675,0.25|0.2,509
(BciVI OR BfuI) AND (BspCNI),277_457,120_300,375.0,25.88,2965.846,12.25,3.89811732903660,0.970815329916012,0.25|0.2,375
(DraI) AND (Hpy188I),317_477,160_320,365.0,25.19,2887.081,12.59,3.89816610416950,0.965407624620996,0.25|0.2,365
(BsaJI OR BseDI) AND (NspI OR XceI),297_557,140_400,463.0,31.95,3663.603,9.92,3.89832741495747,0.982766173105714,0.25|0.2,463
(HphI) AND (BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I),297_957,140_800,364.0,25.12,2880.938,12.61,3.89843252838088,0.985676410684266,0.25|0.2,364
(BspCNI) AND (SmlI OR SmoI),277_437,120_280,414.0,28.57,3276.864,11.09,3.89845807607008,0.958206558738572,0.25|0.2,414
(BshFI OR BsuRI OR HaeIII) AND (BspCNI),277_397,120_240,445.0,30.71,3524.484,10.31,3.89873553237310,0.954003467189733,0.25|0.2,445
(Bsp1286I OR SduI) AND (DraI),277_637,120_480,390.0,26.92,3089.791,11.76,3.89886449679429,0.965229626657801,0.25|0.2,390
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (SspI),277_617,120_460,508.0,35.06,4025.357,9.03,3.89894069074410,0.965525506707595,0.25|0.2,508
(AluBI OR AluI) AND (Hpy188I),297_377,140_220,392.0,27.05,3106.934,11.7,3.89904596069855,0.901719085181769,0.25|0.2,392
(BspCNI) AND (BstXI),277_457,120_300,380.0,26.22,3011.831,12.07,3.89904700244353,0.961830749968018,0.25|0.2,380
(BamHI) AND (BbvI OR BseXI OR Lsp1109I),257_1077,100_920,373.0,25.74,2956.427,12.29,3.89905832807351,0.984456328709054,0.25|0.2,373
(BanII OR Eco24I) AND (BfmI OR BstSFI OR SfcI),297_1097,140_940,378.0,26.09,2996.563,12.13,3.89913161293606,0.989160530931807,0.25|0.2,378
(BseMI OR BsrDI) AND (BseMII),277_437,120_280,367.0,25.33,2910.509,12.49,3.89930288231480,0.961648762651427,0.25|0.2,367
(AlwI OR BspPI) AND (BshFI OR BsuRI OR HaeIII),297_537,140_380,378.0,26.09,2999.42,12.12,3.89954548316507,0.957596496065349,0.25|0.2,378
(BfmI OR BstSFI OR SfcI) AND (Bpu10I),197_797,40_640,365.0,25.19,2896.944,12.54,3.89964723560540,0.972292121081900,0.25|0.2,365
(BseGI OR BtsCI) AND (BspCNI),257_357,100_200,406.0,28.02,3222.907,11.28,3.89972174014192,0.929728852241319,0.25|0.2,406
(BpmI OR GsuI) AND (Eam1104I),257_1137,100_980,391.0,26.98,3103.855,11.71,3.89972466711980,0.983644174675835,0.25|0.2,391
(BmrI OR BmuI) AND (BseMII),277_437,120_280,377.0,26.02,2992.925,12.14,3.89975448374290,0.953332994754671,0.25|0.2,377
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Bse1I OR BseNI OR BsrI),277_397,120_240,386.0,26.64,3065.764,11.85,3.89995141550004,0.936620857718564,0.25|0.2,386
(AseI OR PshBI OR VspI) AND (BsaJI OR BseDI),297_557,140_400,381.0,26.29,3026.388,12.01,3.89999963058154,0.981020170250032,0.25|0.2,381
(BbsI OR BpiI) AND (Hpy188I),297_477,140_320,398.0,27.47,3161.752,11.49,3.90004472987435,0.947069668872544,0.25|0.2,398
(BseMI OR BsrDI) AND (BspCNI),277_437,120_280,366.0,25.26,2908.434,12.49,3.90017812757029,0.950644580094937,0.25|0.2,366
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BbvI OR BseXI OR Lsp1109I),257_1017,100_860,366.0,25.26,2909.237,12.49,3.90029801694567,0.985306618288906,0.25|0.2,366
(BbvI OR BseXI OR Lsp1109I) AND (BstYI OR PsuI),317_817,160_660,411.0,28.36,3266.935,11.12,3.90029867182124,0.979635521396915,0.25|0.2,411
(BbvI OR BseXI OR Lsp1109I) AND (Bsp19I OR NcoI),257_917,100_760,367.0,25.33,2918.282,12.45,3.90046119216291,0.988655507850875,0.25|0.2,367
(BmeT110I OR BsoBI) AND (FokI),337_1077,180_920,377.0,26.02,2998.152,12.12,3.90051229668134,0.977100699515984,0.25|0.2,377
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (SmlI OR SmoI),277_477,120_320,397.0,27.4,3158.598,11.51,3.90070384928094,0.964247001867612,0.25|0.2,397
(BseMII) AND (SmlI OR SmoI),277_437,120_280,412.0,28.43,3278.071,11.09,3.90072113972187,0.957067027143808,0.25|0.2,412
(HphI) AND (PstI),257_797,100_640,374.0,25.81,2976.245,12.21,3.90079707661171,0.975412907767066,0.25|0.2,374
(HphI) AND (BplI),317_1137,160_980,368.0,25.4,2928.551,12.41,3.90080497288859,0.971524321355646,0.25|0.2,368
(BmeT110I OR BsoBI) AND (BseGI OR BtsCI),337_1057,180_900,373.0,25.74,2968.922,12.24,3.90088995608221,0.972676332169920,0.25|0.2,373
(BbvI OR BseXI OR Lsp1109I) AND (SmlI OR SmoI),317_837,160_680,393.0,27.12,3131.263,11.61,3.90132699589108,0.977329709164557,0.25|0.2,393
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (BsiSI OR MspI),337_617,180_460,372.0,25.67,2964.767,12.26,3.90144762810828,0.971011438164930,0.25|0.2,372
(BlpI OR Bpu1102I) AND (Hpy188I),297_497,140_340,380.0,26.22,3029.974,11.99,3.90165530525019,0.979138959467283,0.25|0.2,380
(BsaJI OR BseDI) AND (MslI OR RseI),317_557,160_400,405.0,27.95,3230.047,11.25,3.90175381852577,0.975756090019874,0.25|0.2,405
(Eco32I) AND (Hpy188I),297_497,140_340,375.0,25.88,2992.045,12.15,3.90193685325104,0.967572925020930,0.25|0.2,375
(BspCNI) AND (MlyI OR SchI),257_377,100_220,397.0,27.4,3167.693,11.47,3.90195257812828,0.953896421816369,0.25|0.2,397
(BspCNI) AND (PvuII),277_457,120_300,368.0,25.4,2936.385,12.38,3.90196517821552,0.982061646894368,0.25|0.2,368
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Bse1I OR BseNI OR BsrI),277_397,120_240,384.0,26.5,3065.931,11.85,3.90223115229027,0.944571939412680,0.25|0.2,384
(BaeGI OR BseSI) AND (MlyI OR SchI),277_877,120_720,371.0,25.6,2963.225,12.26,3.90239071943790,0.978947688279593,0.25|0.2,371
(BspCNI) AND (FalI),277_457,120_300,380.0,26.22,3035.271,11.97,3.90241387591156,0.967027682477347,0.25|0.2,380
(BmrI OR BmuI) AND (BspCNI),277_437,120_280,374.0,25.81,2991.173,12.15,3.90296992977855,0.938158560648615,0.25|0.2,374
(AccB7I OR PflMI OR Van91I) AND (Hpy188I),297_477,140_320,376.0,25.95,3007.661,12.08,3.90304103947661,0.961861082674868,0.25|0.2,376
(BshFI OR BsuRI OR HaeIII) AND (BtsIMutI),277_397,120_240,399.0,27.54,3191.696,11.39,3.90304862364300,0.949234868328045,0.25|0.2,399
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BseMII),257_337,100_180,391.0,26.98,3128.383,11.62,3.90314315981937,0.921974589436395,0.25|0.2,391
(BshFI OR BsuRI OR HaeIII) AND (Csp6I OR CviQI),297_477,140_320,425.0,29.33,3400.511,10.69,3.90315525399340,0.974374528555825,0.25|0.2,425
(AlwI OR BspPI) AND (BsaJI OR BseDI),297_537,140_380,415.0,28.64,3320.635,10.94,3.90317304440945,0.974484131516059,0.25|0.2,415
(BshFI OR BsuRI OR HaeIII) AND (TscAI OR TspRI),277_397,120_240,398.0,27.47,3185.448,11.41,3.90328744787729,0.949368009153085,0.25|0.2,398
(HindIII) AND (Hpy188I),297_477,140_320,363.0,25.05,2906.535,12.5,3.90346893198805,0.966775200191012,0.25|0.2,363
(BshFI OR BsuRI OR HaeIII) AND (NspI OR XceI),297_557,140_400,405.0,27.95,3243.294,11.2,3.90353129542142,0.960383935466701,0.25|0.2,405
(BseMII) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),277_417,120_260,397.0,27.4,3179.85,11.43,3.90361612714938,0.946435368121491,0.25|0.2,397
(BbvI OR BseXI OR Lsp1109I) AND (HindIII),237_817,80_660,365.0,25.19,2923.775,12.43,3.90365108385048,0.970549682885901,0.25|0.2,365
(BspCNI) AND (PstI),257_437,100_280,405.0,27.95,3244.33,11.2,3.90366999923258,0.967924469532676,0.25|0.2,405
(BbvI OR BseXI OR Lsp1109I) AND (NspI OR XceI),297_697,140_540,383.0,26.43,3068.424,11.84,3.90371659699844,0.992971430236505,0.25|0.2,383
(BstYI OR PsuI) AND (EcoO109I),257_937,100_780,365.0,25.19,2925.576,12.42,3.90391852014781,0.973044476767991,0.25|0.2,365
(BseGI OR BtsCI) AND (BstDEI OR DdeI OR HpyF3I),277_357,120_200,419.0,28.92,3359.917,10.82,3.90411452618330,0.931469671530171,0.25|0.2,419
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (MaeIII),277_397,120_240,432.0,29.81,3466.214,10.48,3.90437162522429,0.928009081930593,0.25|0.2,432
(AflIII) AND (BseMII),277_437,120_280,369.0,25.47,2961.218,12.27,3.90444401445280,0.959676557010590,0.25|0.2,369
(BspCNI) AND (FauNDI OR NdeI),257_437,100_280,407.0,28.09,3269.153,11.12,3.90484083729605,0.967415855616467,0.25|0.2,407
(EcoT22I OR Mph1103I OR NsiI OR Zsp2I) AND (Hpy188I),297_477,140_320,367.0,25.33,2948.807,12.32,3.90498028457033,0.953264361281744,0.25|0.2,367
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BseMII),257_337,100_180,389.0,26.85,3126.502,11.62,3.90510910950601,0.922885326813300,0.25|0.2,389
(HphI) AND (Hpy188I),317_477,160_320,406.0,28.02,3264.302,11.13,3.90526429752984,0.966098161991682,0.25|0.2,406
(Alw21I OR BsiHKAI) AND (BmrI OR BmuI),177_1157,20_1000,365.0,25.19,2934.817,12.38,3.90528816161507,0.989451795203653,0.25|0.2,365
(BbvI OR BseXI OR Lsp1109I) AND (PciI OR PscI),317_1137,160_980,363.0,25.05,2919.84,12.45,3.90545242880240,0.984925020800664,0.25|0.2,363
(BseMII) AND (PciI OR PscI),277_457,120_300,382.0,26.36,3072.91,11.83,3.90548647782767,0.957650690263856,0.25|0.2,382
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,392.0,27.05,3154.151,11.52,3.90559641363286,0.945802972770024,0.25|0.2,392
(BspCNI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),277_417,120_260,395.0,27.26,3178.317,11.43,3.90560011520745,0.944764011179115,0.25|0.2,395
(Bsp1286I OR SduI) AND (BspCNI),297_437,140_280,373.0,25.74,3002.163,12.1,3.90572543640462,0.980034163314271,0.25|0.2,373
(BstDEI OR DdeI OR HpyF3I) AND (BstEII OR BstPI OR Eco91I OR EcoO65I),277_377,120_220,380.0,26.22,3058.848,11.88,3.90577429998167,0.955634502210908,0.25|0.2,380
(BccI) AND (BshFI OR BsuRI OR HaeIII),297_457,140_300,375.0,25.88,3019.608,12.03,3.90591929957156,0.969911717376255,0.25|0.2,375
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (SmlI OR SmoI),277_477,120_320,392.0,27.05,3158.724,11.5,3.90622561316972,0.972467986917988,0.25|0.2,392
(HphI) AND (SbfI OR SdaI OR Sse8387I),257_1097,100_940,363.0,25.05,2925.087,12.42,3.90623216266688,0.985388471257064,0.25|0.2,363
(BmeT110I OR BsoBI) AND (BstMBI OR DpnII OR MboI),297_657,140_500,372.0,25.67,2997.798,12.12,3.90625942564139,0.973766887570561,0.25|0.2,372
(BmeT110I OR BsoBI) AND (BstKTI),297_657,140_500,372.0,25.67,2998.316,12.12,3.90633446242094,0.977631040569484,0.25|0.2,372
(BmcAI OR ScaI OR ZrmI) AND (BspCNI),257_437,100_280,385.0,26.57,3103.119,11.71,3.90633770094269,0.968693404548086,0.25|0.2,385
(HphI) AND (BstEII OR BstPI OR Eco91I OR EcoO65I),257_1057,100_900,367.0,25.33,2958.047,12.29,3.90633900590861,0.979681035962512,0.25|0.2,367
(CspAI) AND (HphI),257_1097,100_940,363.0,25.05,2926.809,12.42,3.90648775679208,0.986696415894333,0.25|0.2,363
(BseMII) AND (Bsp1286I OR SduI),297_437,140_280,372.0,25.67,3001.681,12.11,3.90682159635945,0.984352470658180,0.25|0.2,372
(BsaJI OR BseDI) AND (BshFI OR BsuRI OR HaeIII),277_477,120_320,468.0,32.3,3777.456,9.62,3.90695356128214,0.971923732760137,0.25|0.2,468
(BfmI OR BstSFI OR SfcI) AND (BseRI),237_757,80_600,371.0,25.6,2994.745,12.13,3.90698593887734,0.978649015069788,0.25|0.2,371
(AluBI OR AluI) AND (BbsI OR BpiI),297_417,140_260,374.0,25.81,3019.242,12.04,3.90702632203577,0.908075354045563,0.25|0.2,374
