>Ama87I_BsiSI
S189,102347515,460
S210,75429475,283
S215,89491606,240
S249,73950205,890
S257,44064999,970
S268,119317430,158
S271,47352636,580
S287,43880745,153
S304,6656771,730
S309,64338782,425
S314,114058223,242
S319,32583180,511
S340,134225758,523
S005,14883548,2915
S007,79691352,2270
S023,6772668,443
S035,57611887,91
S084,103841623,518
S102,93677427,154
S123,79690913,252
S131,47726614,291
S135,114408412,270
S163,14886463,5557
S211,6567863,399
S234,75209540,428
S251,30696114,708
S323,56636160,358
S333,106954997,501
S066,99087062,72
S126,108268272,1861
S305,33818605,409
S010,21098604,198
S051,91253739,212
S089,52312949,1062
S121,74921369,136
S167,90332202,180
S197,57486467,12177
S202,93331737,395
S301,87993398,336
S001,74202559,1599
S027,40892741,1375
S047,44288775,40
S050,70854731,320
S081,44663770,1064
S094,65517793,647
S114,96330722,136
S168,74889532,358
S169,29821294,265
S220,91852155,683
S243,45251322,1441
S262,78131147,97
S264,80778143,726
S275,72319772,60
S283,22980362,41
S311,90883312,908
S347,83285466,86
S352,41513600,126
S032,2340954,155
S083,2428667,119
S088,57186132,69
S090,1615065,980
S103,84190971,478
S113,2026484,217
S142,87601791,178
S186,3443808,367
S198,22001147,1224
S213,726416,98
S223,68737041,107
S250,84145506,308
S256,66830181,336
S267,84700347,73
S293,81237559,1499
S324,58129696,286
S328,23678443,86
S344,22001083,64
S002,40885097,2710
S004,68306317,1880
S016,38705908,168
S039,41369695,2259
S049,16569443,377
S053,6995923,90
S059,75514590,436
S072,17206113,187
S076,1684575,48
S082,29042371,462
S087,34579952,152
S110,34263603,7110
S125,42681108,1322
S127,74859777,135
S148,75905183,88
S188,6556959,349
S208,75979833,225
S224,54900216,384
S246,4739341,60
S253,82274045,394
S274,48578621,110
S326,44388960,2854
S327,48614815,387
S332,13017980,132
S124,79952276,60
S139,77249757,205
S158,21739884,710
S190,23690581,237
S222,45723054,1331
S021,57681466,510
S028,6738819,403
S037_S329,4769641,13
S038,15010109,688
S068,9362660,332
S069,51065303,988
S077,41874909,2235
S093,19216404,1474
S097,48446114,92
S100,15478271,1554
S101,54102152,307
S144,13150770,927
S154,43820709,2591
S155,38257105,116
S157,3573712,121
S171,18233320,298
S174,49422966,260
S178,5783872,499
S194,12881333,158
S200,48836524,161
S273,19515658,400
S278,38336667,238
S280,55947737,264
S285,58353455,67
S337,55117966,759
S342,16325242,83
S345,49155420,2204
S350,7380950,584
S026,63956310,48
S092,50116103,761
S185,58839840,149
S225,25585650,149
S284,609238,403
S298,47356827,43
S303,157230,3517
S310,38805904,85
S312,16729643,113
S012,37207828,452
S045,17513660,783
S165,37007180,173
S170,36385227,4
S217,38661710,3783
S353,32413044,406
S014,28772350,273
S071,21014394,420
S107,27801741,81
S149,41925517,724
S151,17120379,205
S162,46054217,16
S218,50529814,122
S233,23751537,206
S241,39244767,126
S254,37675643,34
S258,21736171,34
S295,39152007,260
S317,20021347,197
S335,46053550,95
S336,43109593,504
>BsiSI_BstDSI
S015,169629965,331
S031,179293049,532
S073,110211530,142
S091,56641936,3164
S098,150981237,944
S099,39025650,441
S115,68497141,2191
S120_S291,68047051,1122
S130,236393451,950
S132,214603049,167
S133,111227489,255
S134,54547785,510
S146,243841198,3573
S164,19420025,64
S191,32221944,253
S193,201955351,148
S204,156592119,60
S228,150293872,217
S236,47414407,1325
S239,42766815,203
S240,36100249,68
S245,31618722,688
S247,95117968,898
S255,1232575,268
S269,23531504,57
S276,200873246,79
S299,46666264,1739
S307,206507825,27
S330,224114472,29
S334,35573499,63
S348,223393307,74
S025,86337886,471
S029,74529102,115
S042,86437436,3591
S055,199955196,246
S075,169479537,143
S108,25168887,829
S112,134249299,5121
S137,216859315,756
S140,226835632,218
S147,200510262,1044
S150,48755781,225
S159,199954388,136
S179,227870435,994
S183,27051337,125
S216,120792261,184
S242,60756172,133
S263,233030650,961
S272,113059466,37
S290,101001236,618
S322,11670168,812
S034,131027079,28
S043,51670315,219
S048,127673512,65
S054,51981809,1071
S056,31981266,28
S064_S232,51974091,575
S080,45026296,1027
S111,45841989,218
S152,39193510,1396
S153,138434860,167
S156,33797272,1090
S175,195443822,358
S182,152267163,954
S201,47579630,80
S214,100260226,535
S237,47513954,292
S238,53046622,96
S260,47513517,110
S265,115621657,2162
S286,184361379,63
S296,33097124,30
S306,156672247,1833
S318,38263518,1903
S321,122515119,292
S325,9362885,162
S338,47476317,68
S041,94207876,933
S044,52049529,1911
S078,55509853,1234
S079,90837738,2612
S129,6269903,58
S206,46994148,2419
S212,81204728,4009
S226,118032443,964
S227,3463269,71
S259,94452090,106
S266,82799056,1388
S294,87006344,286
S315,157220602,219
S351,82890970,83
S062,127516641,841
S104,32711320,221
S117,17216150,313
S136,151348161,506
S209,171420137,374
S248,139390613,299
S277,55994916,24
S281,134873522,622
S300,115544906,4523
S316,58460975,2719
S346,176365846,70
S019,3848794,353
S030,62286292,5674
S046,30883752,454
S063,56842858,343
S085,25652245,132
S141,169789736,285
S143,109382477,341
S177,29349305,7218
S192,143060493,117
S195,128520824,436
S199,136793209,363
S203,31112279,1552
S229,31730395,59
S289,18122380,120
S297,3228080,220
S339,152637320,60
S341,38702023,848
S343,157822796,57
S008,54759952,971
S013,31687204,2372
S020,101019904,249
S052_S230,94657481,629
S057,101165725,57
S065,130733483,14
S067,150329909,458
S116,137846422,23
S172,24572757,273
S173,130440383,382
S176,121396558,825
S196,100436587,418
S221,43729415,90
S261,73434149,192
S279,95594975,1267
S288,2313718,209
S292,139340355,139
S349,88759689,47
S036,41308015,325
S070,23404353,495
S074,119066007,1703
S106,143038196,656
S109,66432353,112
S180,42540414,686
S181,119639077,1764
S184,12951492,19
S187,30384130,33
S205,47737917,98
S235,123274589,341
S270,25458820,425
S282,85433792,4439
S302,27491404,784
S313,96493615,56
S320,22156142,365
S331,22130271,168
S009,129079972,568
S024,71911708,758
S033,136945858,418
S040,83957028,669
S058,37465605,258
S095,69035104,352
S096,131737412,721
S122,130664712,160
S128,34661991,1060
S145,125707483,594
S207,134327210,74
S252,5450626,1387
S308,2837232,1940
S003,35605279,345
S006,133526941,426
S018,70784630,1292
S022,30983742,4096
S060,84172733,1309
S061,71962867,716
S119,51074582,339
S160,69629896,96
S219,44959903,207
S231,73642327,460
S244,125824036,645
S011,126356056,82
S017,57336017,992
S086,34103658,1993
S105,68010462,33
S118,65557641,115
S138,125743421,7277
S161,12008959,241
S166,65920244,297
S189,102347515,460
S210,75429475,277
S215,89491606,240
S249,73950205,864
S257,44064999,970
S268,119317430,158
S271,47352636,580
S287,43880793,105
S304,6656771,305
S309,64338782,426
S314,114058223,732
S319,32583180,542
S340,134225758,523
S005,14883548,2915
S007,79691352,1866
S023,6772668,554
S035,57611887,92
S084,103841623,518
S102,93677427,154
S123,79690913,54
S131,47725775,1297
S135,114408480,202
S163,14886463,2418
S211,6567916,346
S234,75209540,428
S251,30696114,709
S323,56636160,358
S333,106955075,423
S066,99087128,6
S126,108267787,2203
S305,33818605,10082
S010,21098604,198
S051,91253739,212
S089,52312949,1062
S121,74921369,136
S167,90332202,180
S197,57493907,4737
S202,93331737,568
S301,87993481,253
S001,74202766,528
S027,40893594,642
S047,44288775,40
S050,70854731,320
S081,44663770,1064
S094,65517793,647
S114,96330802,75
S168,74889532,323
S169,29821294,265
S220,91852336,365
S243,45251264,1206
S262,78131213,32
S264,80778143,860
S275,72319772,34
S283,22980362,42
S311,90883312,819
S347,83285110,443
S352,41513668,58
S032,2340954,155
S083,2428731,55
S088,57186132,69
S090,1615091,954
S103,84191230,219
S113,2026484,217
S142,87601604,365
S186,3443968,207
S198,22001223,85
S213,726425,89
S223,68737041,107
S250,84145531,283
S256,66830181,336
S267,84700408,13
S293,81238083,976
S324,58129696,286
S328,23678101,495
S344,22001083,50
S002,40885061,1086
S004,68306317,1176
S016,38705908,113
S039,41370072,1882
S049,16569443,838
S053,6995923,90
S059,75514590,436
S072,17206254,46
S076,1684575,49
S082,29042371,462
S087,34579952,152
S110,34268980,1733
S125,42681108,1323
S127,74859820,41
S148,75905183,88
S188,6556959,349
S208,75979833,225
S224,54900216,384
S246,4739350,51
S253,82274045,372
S274,48578621,110
S326,44389290,2492
S327,48614978,224
S332,13017980,212
S124,79952276,85
S139,77249757,205
S158,21739884,711
S190,23690581,237
S222,45723849,536
S021,57681863,113
S028,6738819,403
S037_S329,4769641,53
S038,15010332,465
S068,9362639,353
S069,51065698,593
S077,41875173,1971
S093,19216404,2161
S097,48446114,92
S100,15478271,1554
S101,54102152,308
S144,13150770,498
S154,43820709,1451
S155,38257105,116
S157,3573712,122
S171,18233320,299
S174,49422754,472
S178,5783872,499
S194,12881333,158
S200,48836519,241
S273,19515658,400
S278,38336667,238
S280,55947737,264
S285,58353455,101
S337,55117966,549
S342,16325290,35
S345,49155420,754
S350,7380950,584
S026,63956296,62
S092,50116103,523
S185,58839840,149
S225,25585650,177
S284,609238,403
S298,47356827,165
S303,157230,314
S310,38805904,85
S312,16729643,113
S012,37208183,97
S045,17513660,132
S165,37007164,189
S170,36385227,4
S217,38661710,839
S353,32413050,433
S014,28772350,273
S071,21014479,335
S107,27801741,81
S149,41925517,725
S151,17120379,134
S162,46054217,17
S218,50529814,122
S233,23751537,206
S241,39244767,126
S254,37675627,51
S258,21736171,34
S295,39151942,325
S317,20021347,197
S335,46053550,95
S336,43109593,504
>BsaWI_BsiSI
S015,169628191,2325
S031,179293049,532
S073,110211479,193
S091,56641936,3164
S098,150981237,944
S099,39025650,441
S115,68497015,2317
S120_S291,68046975,2775
S130,236391132,3949
S132,214603049,166
S133,111227489,1915
S134,54547785,510
S146,243839904,6042
S164,19420025,673
S191,32221944,253
S193,201955303,196
S204,156592041,138
S228,150293872,217
S236,47414407,1325
S239,42766815,203
S240,36100146,171
S245,31618722,688
S247,95117968,3328
S255,1232575,284
S269,23531504,57
S276,200873232,315
S299,46666264,1739
S307,206507825,27
S330,224114472,29
S334,35573499,63
S348,223393307,74
S025,86337886,471
S029,74528772,445
S042,86437436,3591
S055,199955196,246
S075,169479213,526
S108,25168887,829
S112,134248307,10784
S137,216859075,996
S140,226835632,265
S147,200510262,3344
S150,48755781,225
S159,199954262,262
S179,227870277,1152
S183,27051337,125
S216,120790010,3176
S242,60756172,133
S263,233030650,961
S272,113059466,36
S290,101001236,618
S322,11670168,812
S034,131027079,67
S043,51670315,713
S048,127673512,72
S054,51981809,1071
S056,31981266,28
S064_S232,51974091,694
S080,45025088,2235
S111,45841937,269
S152,39191936,2970
S153,138434860,277
S156,33796816,1546
S175,195443300,879
S182,152261216,6913
S201,47579630,80
S214,100260226,752
S237,47513954,292
S238,53046594,124
S260,47513517,110
S265,115621657,2811
S286,184361379,137
S296,33097124,114
S306,156670459,3621
S318,38263518,2601
S321,122515036,375
S325,9362459,588
S338,47476317,68
S041,94207876,4459
S044,52045914,5526
S078,55509853,2938
S079,90835305,6129
S129,6269870,91
S206,46994148,4510
S212,81204728,4009
S226,118032443,964
S227,3463251,89
S259,94452090,106
S266,82799056,1388
S294,87006246,557
S315,157220602,218
S351,82890970,83
S062,127516641,841
S104,32711320,221
S117,17216150,313
S136,151347570,2575
S209,171420137,374
S248,139389596,1315
S277,55994895,45
S281,134873522,852
S300,115544906,4523
S316,58460934,2760
S346,176365846,70
S019,3848794,353
S030,62286183,6281
S046,30883752,454
S063,56842858,343
S085,25650966,1411
S141,169789736,335
S143,109382241,596
S177,29347886,8637
S192,143060493,117
S195,128520824,436
S199,136793209,363
S203,31112279,1561
S229,31730395,59
S289,18122380,120
S297,3228080,220
S339,152637320,76
S341,38702023,848
S343,157822796,72
S008,54759952,971
S013,31687204,2372
S020,101019904,572
S052_S230,94657481,629
S057,101165725,57
S065,130733483,80
S067,150329376,991
S116,137846322,123
S172,24572757,273
S173,130440181,599
S176,121396558,825
S196,100436587,418
S221,43729285,258
S261,73434096,245
S279,95594975,1267
S288,2313718,209
S292,139340355,138
S349,88759581,155
S036,41307844,496
S070,23404353,495
S074,119066007,1703
S106,143038196,656
S109,66431955,510
S180,42540414,686
S181,119637474,3367
S184,12951492,19
S187,30384130,33
S205,47737814,208
S235,123274574,356
S270,25458820,425
S282,85427430,10800
S302,27491404,783
S313,96493615,56
S320,22154893,1614
S331,22129941,498
S009,129079972,568
S024,71911708,758
S033,136945858,885
S040,83957028,868
S058,37465587,276
S095,69035104,352
S096,131735553,2579
S122,130664712,160
S128,34661440,1611
S145,125707340,948
S207,134327210,74
S252,5450496,1516
S308,2837232,5993
S003,35605279,859
S006,133526941,426
S018,70784630,1292
S022,30983462,4376
S060,84172733,1309
S061,71962867,716
S119,51074582,339
S160,69627867,2290
S219,44959809,301
S231,73642327,460
S244,125824036,645
S011,126356056,82
S017,57336017,992
S086,34103658,2019
S105,68010462,33
S118,65557641,115
S138,125743421,10070
S161,12008959,241
S166,65920244,297
S189,102347515,460
S210,75429475,283
S215,89491606,240
S249,73950205,3042
S257,44064999,970
S268,119317430,158
S271,47352636,580
S287,43880745,153
S304,6656771,5681
S309,64338782,426
S314,114058223,797
S319,32583180,611
S340,134225758,523
S005,14883548,2914
S007,79691352,2270
S023,6772668,554
S035,57611887,92
S084,103841623,518
S102,93677427,154
S123,79690913,252
S131,47725181,1891
S135,114408412,270
S163,14886463,9652
S211,6567863,398
S234,75209540,428
S251,30696114,709
S323,56636160,358
S333,106954997,501
S066,99087062,72
S126,108266518,3615
S305,33818605,10082
S010,21098604,198
S051,91253739,212
S089,52312949,1061
S121,74921369,136
S167,90332202,180
S197,57486467,12177
S202,93331737,568
S301,87993398,336
S001,74202559,1692
S027,40892741,1495
S047,44288775,39
S050,70854731,320
S081,44663770,1063
S094,65517793,647
S114,96330722,155
S168,74889532,358
S169,29821294,265
S220,91852155,683
S243,45251264,1499
S262,78131147,98
S264,80778143,860
S275,72319772,60
S283,22980362,42
S311,90883312,908
S347,83285013,540
S352,41513600,126
S032,2340954,155
S083,2428667,119
S088,57186132,69
S090,1615065,979
S103,84190971,478
S113,2026484,217
S142,87601604,365
S186,3443808,367
S198_S344,22001083,1288
S213,726416,98
S223,68737041,107
S250,84145506,308
S256,66830181,336
S267,84700347,74
S293,81237559,1500
S324,58129696,286
S328,23678101,495
S002,40885061,2746
S004,68306317,2145
S016,38705908,168
S039,41369695,2259
S049,16569443,1021
S053,6995923,89
S059,75514590,436
S072,17206113,187
S076,1684575,49
S082,29042371,462
S087,34579952,152
S110,34263603,7110
S125,42681108,1323
S127,74859777,135
S148,75905183,87
S188,6556959,349
S208,75979833,225
S224,54900216,384
S246,4739318,83
S253,82274045,699
S274,48578621,110
S326,44388960,2854
S327,48614815,387
S332,13017980,211
S124,79952276,85
S139,77249757,205
S158,21739884,711
S190,23690581,237
S222,45723054,1330
S021,57681466,510
S028,6738819,403
S037_S329,4769641,53
S038,15007917,2880
S068,9362639,353
S069,51065303,987
S077,41874909,2235
S093,19216404,2161
S097,48446114,91
S100,15478271,1554
S101,54102152,308
S144,13150770,927
S154,43820709,2591
S155,38257105,116
S157,3573712,122
S171,18233320,299
S174,49422754,472
S178,5783872,499
S194,12881333,158
S200,48836519,241
S273,19515658,400
S278,38336667,238
S280,55947737,264
S285,58353455,101
S337,55117966,896
S342,16325242,83
S345,49155420,2204
S350,7380950,584
S026,63956296,62
S092,50116103,762
S185,58839840,149
S225,25585650,177
S284,609238,402
S298,47356827,165
S303,157230,3517
S310,38805904,85
S312,16729643,113
S012,37207828,452
S045,17513660,782
S165,37007164,189
S170,36385227,4
S217,38661710,3783
S353,32413044,4639
S014,28772350,272
S071,21014394,419
S107,27801741,81
S149,41925517,725
S151,17120379,205
S162,46054217,17
S218,50529814,121
S233,23751537,206
S241,39244767,126
S254,37675627,51
S258,21736171,34
S295,39151942,325
S317,20021347,197
S335,46053550,95
S336,43109593,504
>Ama87I_BsaWI
S015,169620131,10669
S031,179291939,1726
S073,110211441,279
S091,56644556,593
S098,150980703,1604
S099,39019162,8032
S115,68497169,106
S120_S291,68046974,1889
S130,236391131,4082
S132,214602786,429
S133,111227252,2353
S134,54547745,1525
S146,243842043,3903
S164,19418109,4519
S191,32213632,8743
S193,201955014,440
S204,156592019,403
S228,150293871,919
S236,47413685,2805
S239,42766814,234
S240,36099424,892
S245,31618721,1161
S247,95117997,3632
S255,1232537,300
S269,23531383,164
S276,200873092,379
S299,46662018,5984
S307,206507824,2067
S330,224114471,240
S334,35573401,214
S348,223393362,25
S025,86337885,58
S029,74528894,329
S042,86437271,3890
S055,199955423,355
S075,169479630,123
S108,25168675,2160
S112,134247941,4571
S137,216855807,4263
S140,226835499,508
S147,200510176,4679
S150,48749949,16508
S159,199954192,331
S179,227868472,3064
S183,27050405,1082
S216,120789953,2793
S242,60756171,218
S263,233030168,1560
S272,113059465,37
S290,100997212,5190
S322,11670084,297
S034,131027078,68
S043,51669797,1152
S048,127673511,499
S054,51981808,1088
S056,31981265,28
S064_S232,51974446,339
S080,45021647,5675
S111,45839212,2994
S152,39191746,3159
S153,138434896,321
S156,33790534,8388
S175,195443381,798
S182,152266158,1657
S201,47579528,1077
S214,100255109,5741
S237,47513953,254
S238,53046461,383
S260,47513452,423
S265,115621656,2106
S286,184360280,1303
S296,33096992,356
S306,156670458,3626
S318,38263090,3178
S321,122514960,622
S325,9361226,2078
S338,47476066,318
S041,94207972,3191
S044,52045751,5803
S078,55509852,698
S079,90835304,6165
S129,6269668,571
S206,46994182,4443
S212,81204727,5280
S226,118032442,897
S227,3462260,1350
S259,94452117,141
S266,82799055,272
S294,87006245,531
S315,157220601,219
S351,82890842,3240
S062,127516640,1218
S104,32710634,1213
S117,17216149,400
S136,151347897,1245
S209,171419991,660
S248,139389792,1119
S277,55994706,239
S281,134873679,905
S300,115545032,136
S316,58460933,4599
S346,176365727,188
S019,3848793,610
S030,62286553,8647
S046,30883751,749
S063,56842857,532
S085,25642243,10172
S141,169789966,98
S143,109382122,729
S177,29348206,11479
S192,143060353,193
S195,128520688,287
S199,136793078,757
S203,31112334,1726
S229,31730151,769
S289,18122407,126
S297,3228022,484
S339,152637283,112
S341,38702054,810
S343,157822795,87
S008,54759427,1495
S013,31687024,1132
S020,101018551,1739
S052_S230,94657480,629
S057,101164956,1141
S065,130733433,129
S067,150329375,3786
S116,137846321,158
S172,24572736,231
S173,130439846,1040
S176,121396428,3240
S196,100436486,724
S221,43728809,777
S261,73434003,471
S279,95594974,1254
S288,2313449,394
S292,139340305,188
S349,88759580,296
S036,41307843,546
S070,23404371,1291
S074,119062571,8390
S106,143036351,2386
S109,66432262,227
S180,42540215,1144
S181,119634074,6766
S184,12951295,247
S187,30384081,118
S205,47737787,458
S235,123274756,154
S270,25459038,266
S282,85433457,4773
S302,27491047,1140
S313,96493614,120
S320,22155476,1036
S331,22129072,1513
S009,129080007,969
S024,71911116,1659
S033,136946095,162
S040,83956794,1393
S058,37465430,960
S095,69035071,722
S096,131730117,7739
S122,130664160,627
S128,34661439,2244
S145,125707230,386
S207,134327209,74
S252,5450558,1454
S308,2833254,10245
S003,35604863,1274
S006,133526549,817
S018,70785264,1190
S022,30983461,7694
S060,84172206,3774
S061,71960536,2934
S119,51074489,4219
S160,69627866,2491
S219,44960024,404
S231,73641477,1273
S244,125824063,10961
S011,126355723,449
S017,57335865,1400
S086,34103657,2119
S105,68010403,200
S118,65556850,1095
S138,125742751,10739
S161,12009091,227
S166,65920243,1142
S189,102347399,3175
S210,75428441,1368
S215,89491605,7480
S249,73950204,891
S257,44064998,1964
S268,119317429,2394
S271,47352370,1391
S287,43880744,1932
S304,6655997,1504
S309,64338781,426
S314,114055448,3017
S319,32583142,549
S340,134225358,939
S005,14882786,3676
S007_S123,79690484,3758
S023,6770969,2142
S035,57611886,92
S084,103841061,3331
S102,93677426,451
S131,47726614,291
S135,114408272,728
S163,14886462,5558
S211,6566448,1813
S234,75209505,33692
S251,30695937,885
S323,56636159,1893
S333,106953785,1743
S066,99087061,687
S126,108268272,3778
S305,33818561,453
S010,21098603,257
S051,91253422,669
S089,52310015,3995
S121,74917960,4409
S167,90332201,7532
S197,57483752,19989
S202,93331677,455
S301,87992735,9517
S001,74202558,1600
S027,40891544,2572
S047,44288707,107
S050,70854418,808
S081,44663769,1064
S094,65517688,2154
S114,96330335,523
S168,74887021,2938
S169,29818596,3227
S220,91851381,1712
S243,45251322,1957
S262,78131079,165
S264,80776564,2305
S275,72316950,2992
S283,22980352,51
S311,90882608,1620
S347,83285466,86
S352,41513535,485
S032,2340641,671
S083,2428666,240
S088,57186112,315
S090,1614967,1077
S103,84190932,541
S113,2026483,265
S142,87601791,207
S186,3443807,2615
S198,22001147,3679
S213,725479,1043
S223,68736302,1315
S250,84145257,763
S256,66825637,4896
S267,84700321,99
S293,81237558,1500
S324,58129441,744
S328,23678443,86
S344,22001069,78
S002,40885097,3251
S004,68306316,1881
S016,38705814,326
S039,41369653,3057
S049,16569378,442
S053,6995861,151
S059,75514543,710
S072,17206087,523
S076,1684574,49
S082,29042110,2766
S087,34579579,613
S110,34263602,7647
S125,42680052,2378
S127,74859746,304
S148,75905086,184
S188,6556797,6954
S208,75979361,1190
S224,54900098,659
S246,4739341,105
S253,82274044,395
S274,48578213,1066
S326,44388642,5058
S327,48614266,3979
S332,13017737,375
S124,79952081,255
S139,77249746,517
S158,21738730,1864
S190,23690580,1815
S222,45723021,1363
S021,57680236,1883
S028,6738242,1206
S037_S329,4769640,14
S038,15010109,1359
S068,9362660,622
S069,51064903,1387
S077,41874908,4249
S093,19216403,1475
S097,48445622,583
S100,15478270,2096
S101,54102083,376
S144,13150683,1064
S154,43820703,6452
S155,38256644,987
S157,3573575,258
S171,18233267,351
S174,49422966,277
S178,5783871,854
S194,12881255,272
S200,48836524,161
S273,19515657,552
S278,38336601,895
S280,55946950,3065
S285,58353454,68
S337,55117965,760
S342,16325235,198
S345,49155419,2359
S350,7377984,4303
S026,63956310,468
S092,50115963,901
S185,58839839,282
S225,25585566,233
S284,606741,2899
S298,47344470,12400
S303,154001,10849
S310,38805781,525
S312,16718428,11434
S012,37204795,3715
S045,17513433,1009
S165,37007180,320
S170,36385049,419
S217,38661688,5169
S353,32412818,632
S014,28772349,273
S071,21014286,527
S107,27801479,348
S149,41923776,2465
S151,17119996,683
S162,46054153,80
S218,50529813,122
S233,23751421,875
S241,39244766,634
S254,37675643,34
S258,21735708,798
S295,39152007,355
S317,20021191,1626
S335,46053425,348
S336,43109298,1350
>BsaWI_BstDSI
S015,169629965,331
S031,179291635,2361
S073,110211530,323
S091,56636563,8933
S098,150978624,3683
S099,39017744,16045
S115,68497141,2413
S120_S291,68047051,1122
S130,236393451,950
S132,214602786,429
S133,111226351,1393
S134,54546884,1566
S146,243841198,3573
S164,19419235,854
S191,32219179,3101
S193,201955351,839
S204,156592119,1615
S228,150293871,4539
S236,47405328,11129
S239,42766718,736
S240,36100249,1443
S245,31618721,1043
S247,95117906,960
S255,1232563,280
S269,23531320,924
S276,200873246,79
S299,46666008,2312
S307,206507719,812
S330,224114292,1060
S334,35573480,121
S348,223390564,2967
S025,86337762,1916
S029,74529102,121
S042,86436923,4532
S055,199955195,273
S075,169479537,143
S108,25168696,2322
S112,134249299,5121
S137,216859315,7116
S140,226835499,351
S147,200510049,1257
S150,48755528,3501
S159,199954388,270
S179,227870435,1121
S183,27050670,817
S216,120792261,184
S242,60756082,307
S263,233028162,3468
S272,113059465,37
S290,101000376,2044
S322,11670138,6357
S034,131026899,208
S043,51669803,731
S048,127673511,66
S054,51978453,4843
S056,31981257,142
S064_S232,51973801,865
S080,45026296,1098
S111,45841989,217
S152,39193510,3523
S153,138434561,466
S156,33797272,1261
S175,195443822,357
S182,152267163,954
S201,47579127,2566
S214,100258862,1899
S237_S260,47506896,8304
S238,53046622,280
S265,115621656,2163
S286,184361089,353
S296,33096927,227
S306,156672247,2325
S318,38262494,2927
S321,122515119,557
S325,9362885,1927
S338,47476066,1052
S041,94207634,1175
S044,52049529,2099
S078,55509852,1235
S079,90837738,2612
S129,6269903,384
S206,46993568,2999
S212,81204727,5280
S226,118026176,7481
S227,3463269,275
S259,94452034,349
S266,82798267,12167
S294,87006344,286
S315,157220520,300
S351,82889793,1495
S062,127516239,1394
S104,32710169,1678
S117,17216149,378
S136,151348161,506
S209,171420032,611
S248,139390613,298
S277,55994916,29
